,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,1.6082954545454577,-21.68983471074381,-30.581641025641016,-41.38967320261435,-102.51369047619049,10938.460000000006
