minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
820,215.80776198331642,1000.0,320.04860123530716,532.2418172751495,431.0807565405816
822,467.1659983850411,1000.0,445.0624633069894,833.8118843619204,608.8625518793694
823,324.1736316653245,1000.0,380.3771926646663,776.0590745252238,497.2240654689104
824,489.54646374602834,1000.0,406.38030038142466,809.5315255930353,682.5274523127805
825,445.6572731110286,1000.0,359.6319055346114,814.0825425030696,709.9410843194576
826,387.693030483841,1000.0,266.31676549803865,550.9110022728922,561.12457066007
827,559.7677925548489,1000.0,365.414409868933,814.5445890261947,591.9312558235588
828,355.009197089079,1000.0,505.7976868877584,1012.1667538710943,607.847396262568
829,738.455686260198,1000.0,479.11213370222566,786.4950746076596,739.0127393059684
830,420.1252220818563,1000.0,358.1656960605619,624.0228938480692,622.8085591375418
831,529.0524789815872,1000.0,511.5610412061997,713.562043848191,564.3545274675134
832,553.8646070000287,1000.0,243.12293913553856,682.1546084631813,502.0722994583993
833,495.8653106810232,1000.0,370.73096787498747,588.2387397650529,433.12895975478085
834,510.45491996542876,1000.0,460.24947751129696,922.7513510846297,741.1229978658671
835,2149.6691537593474,1000.0,2942.9986409090193,1000.0,1000.0
