minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
820,1000.0,1000.0,1000.0,1000.0,1000.0
822,902.1862253284961,1000.0,1996.9921725425693,285.6092372393559,422.1949453038041
823,428.94236215434853,1000.0,1726.2023982877736,259.4219112293442,339.7124912144383
824,591.6720760464754,1000.0,2193.6780032668516,305.4596700414476,452.0187236422378
825,904.0501914956776,1000.0,1855.9808231889438,337.62776351141656,315.98765461071
826,755.5443174348716,1000.0,2002.128516260122,281.0063747102218,316.64292365912763
827,679.3400616518887,1000.0,2092.0174103819895,336.90937717546626,383.5095339661527
828,694.4736811247653,1000.0,2407.032711156076,361.09274703336143,306.9609698409503
829,1131.3930662962882,1000.0,1962.8710294117861,301.5302037214034,311.61980940838816
830,539.4234850619335,1000.0,2201.906759275716,319.2448659476403,340.8770045648216
831,718.3189647224666,1000.0,2324.3177954150574,327.5029628098084,270.77756735021717
832,643.2405943164109,1000.0,1440.643647474958,265.59255541561015,210.94273030750776
833,322.945909603114,1000.0,1583.287230581695,261.6640169092644,218.68760858439248
834,866.1852786480184,1000.0,1478.4991405180003,277.07131299273084,383.3767693966874
835,13475.280746357517,1000.0,16582.64612587535,1000.0,1000.0
