,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,5.215056842626067,2.8610496415638873,2.116302984370514,1.1077677022222143,-13.697530664247747,2541.999166466023
