,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,6.8233522971715175,-18.82878506917994,-28.465338041270503,-40.281905500392185,-116.2112211404382,13480.459166466018
