,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,2294.6250107554697,692.3740132584608,412.67908195225027,169.4884584399988,-1150.5925757968107,-2541.999166466023
