seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
62528,4.755,0.792,4.83,0.704,11.081,3.85,,0.0
62529,4.755,0.792,4.73,0.704,11.022176470588235,3.85,,0.0
62530,4.755,0.792,4.73,0.704,11.003374429223745,3.85,,0.0
62532,4.755,0.792,4.73,0.704,10.994541255428349,3.85,1.0,0.0
62533,4.755,0.792,4.83,0.704,11.025718906638781,3.7925,,0.0
62534,4.755,0.792,4.73,0.704,11.01051444493178,3.7350000000000003,,0.0
62535,4.755,0.792,4.73,0.704,11.000865477493113,3.6775,,0.0
62536,4.755,0.792,4.73,0.704,10.994541255428347,3.62,0.0,0.0
62537,4.755,0.792,4.73,0.704,10.990308053846872,3.62,0.0,0.0
62538,4.755,0.792,4.73,0.704,10.98743446594706,3.5675,,0.0
62539,4.755,0.792,4.73,0.704,10.985465187085365,3.515,,0.0
62540,4.755,0.792,4.73,0.704,10.984106829542888,3.4625000000000004,,0.0
62541,4.755,0.792,4.73,0.704,10.983165661798889,3.41,0.0,0.0
62542,4.755,0.792,4.83,0.704,11.012716383069069,3.41,0.0,0.0
62543,4.755,0.792,4.73,0.704,11.003156080021576,3.3625000000000003,,0.0
62544,4.755,0.792,4.73,0.704,10.996487093016892,3.3150000000000004,,0.0
62545,4.755,0.792,4.73,0.704,10.99183013159854,3.2675,,0.0
62546,4.755,0.792,4.73,0.704,10.98857579270928,3.22,0.0,0.0
62547,4.755,0.792,4.73,0.704,10.986300461270037,3.22,0.0,0.0
62548,4.755,0.792,4.73,0.704,10.984709053068357,3.1750000000000003,,0.0
62549,4.755,0.792,4.73,0.704,10.983595715297643,3.13,,0.0
62550,4.755,0.792,4.73,0.704,10.982816696125795,3.085,,0.0
62552,4.755,0.792,4.73,0.704,10.98227153808513,3.04,0.0,0.0
62553,4.755,0.792,4.73,0.704,10.981890003564738,3.0,,0.0
62554,4.755,0.792,4.73,0.704,10.981622966683839,2.96,,0.0
62555,4.755,0.792,4.73,0.704,10.981436059132779,2.92,,0.0
62556,4.755,0.792,4.73,0.704,10.98130523279604,2.88,0.0,0.0
62557,4.755,0.792,4.73,0.704,10.981213658744945,2.88,0.0,0.0
62558,4.755,0.792,4.931,0.704,11.041451500723202,2.8425,,0.0
62559,4.755,0.792,5.14,0.704,11.146318414137287,2.8049999999999997,,0.0
62560,4.755,0.792,5.132,0.704,11.217324010189605,2.7675,,0.0
62561,4.755,0.792,5.14,0.704,11.269427382576788,2.73,0.0,0.0
62562,4.755,0.792,5.14,0.704,11.305899449769074,2.73,0.0,0.0
62563,4.755,0.792,5.14,0.704,11.331429753000583,2.695,,0.0
62564,4.755,0.792,5.14,0.704,11.349300894799633,2.66,,0.0
62565,4.755,0.792,5.032,0.704,11.329410573615966,2.625,,0.0
62566,4.755,0.792,4.83,0.704,11.254887263200144,2.59,0.0,0.0
62567,4.755,0.792,4.73,0.704,11.172720977477493,2.59,0.0,0.0
62568,4.755,0.792,4.73,0.704,11.115204631920616,2.5466666666666664,,0.0
62569,4.755,0.792,4.73,0.704,11.074943216710771,2.5033333333333334,,0.0
62571,4.755,0.792,4.73,0.704,11.046760239137052,2.46,0.0,0.0
62572,4.755,0.792,4.73,0.704,11.0270321612413,2.46,0.0,0.0
62573,4.755,0.792,4.73,0.704,11.01322250985314,2.4299999999999997,,0.0
62574,4.755,0.792,4.73,0.704,11.00355575541947,2.4,,0.0
62575,4.755,0.792,4.73,0.704,10.996789028069543,2.37,,0.0
62576,4.755,0.792,4.73,0.704,10.992052319293878,2.34,0.0,0.0
62577,4.755,0.792,4.73,0.704,10.988736623331862,2.34,0.0,0.0
62578,4.757,0.792,4.83,0.704,11.017015637370237,2.315,,0.0
62579,4.755,0.792,4.73,0.704,11.006210945881568,2.29,,0.0
62580,4.755,0.792,4.73,0.704,10.998647661981073,2.265,,0.0
62581,4.755,0.792,4.73,0.704,10.9933533633201,2.24,0.0,0.0
62582,4.755,0.792,4.73,0.704,10.989647354291414,2.24,0.0,0.0
62583,4.755,0.792,4.83,0.704,11.017053148173048,2.2150000000000003,,0.0
62584,4.755,0.792,4.73,0.704,11.006237203674429,2.1900000000000004,,0.0
62585,4.757,0.792,4.73,0.704,10.99926604255103,2.165,,0.0
62586,4.755,0.792,4.73,0.704,10.993786229774127,2.14,0.0,0.0
62587,4.757,0.792,4.73,0.704,10.990550360837096,2.14,0.0,0.0
62588,4.757,0.792,4.73,0.704,10.98828525258362,2.1775,,0.0
62589,4.755,1.584,5.14,0.905,11.406999677112411,2.215,,0.0
62590,5.152,3.565,5.443,1.006,12.534699774551585,2.2525,,0.0
62592,5.152,5.546,5.644,1.207,14.038989842721056,2.29,6.0,0.0
62593,5.152,6.734,5.644,1.207,15.448392890255585,2.3225,,0.0
62594,5.152,6.734,5.544,1.107,16.37497502334037,2.355,,0.0
62595,5.152,7.527,5.644,1.207,17.32148251645371,2.3875,,0.0
62596,5.152,6.732,5.544,1.107,17.68553776154868,2.42,31.0,0.0
62597,5.152,7.527,5.443,1.107,18.14857643311175,2.42,31.0,0.0
62598,5.152,7.527,5.544,1.107,18.503003503193053,2.4725,,0.0
62599,5.152,7.13,5.443,1.006,18.57140245223714,2.525,,0.0
62600,5.152,6.734,5.544,1.107,18.561081716565788,2.5774999999999997,,0.0
62601,5.152,7.13,5.544,1.107,18.67265720159765,2.63,30.0,0.0
62602,5.152,6.338,5.544,1.107,18.513160041116752,2.63,30.0,0.0
62603,5.152,5.546,5.745,1.107,18.224212028779693,2.6774999999999998,,0.0
62604,5.154,5.944,5.745,1.308,18.20224842014568,2.7249999999999996,,0.0
62605,5.152,7.13,5.745,1.308,18.542073894103147,2.7725,,0.0
62606,5.152,7.13,5.644,1.207,18.71935172587263,2.82,30.0,0.0
62607,5.152,6.338,5.544,1.107,18.545846208110547,2.82,30.0,0.0
62608,5.548,7.13,5.745,1.308,18.901392345677802,2.8625,,0.0
62609,5.152,6.338,5.644,1.207,18.733274641974322,2.9050000000000002,,0.0
62610,5.548,5.546,5.745,1.308,18.557392249381923,2.9475000000000002,,0.0
62611,5.548,6.338,5.846,1.308,18.702174574567405,2.99,29.0,0.0
62612,5.548,6.734,5.745,1.308,18.892022202197236,2.99,29.0,0.0
62613,5.548,7.13,5.745,1.308,19.143715541538114,3.0325,,0.0
62614,5.152,7.923,5.644,1.207,19.37840087907671,3.075,,0.0
62615,5.548,7.923,5.745,1.308,19.722080615353732,3.1175,,0.0
62616,5.548,7.527,5.745,1.308,19.843856430747618,3.16,33.0,0.0
62617,5.152,7.13,5.544,1.107,19.570599501523322,3.16,33.0,0.0
62618,5.152,7.527,5.544,1.207,19.528419651066322,3.1950000000000003,,0.0
62619,5.548,6.734,5.644,1.207,19.409793755746424,3.23,,0.0
62620,5.152,6.734,5.644,1.207,19.207955629022496,3.2649999999999997,,0.0
62621,5.548,7.13,5.644,1.207,19.30426894031575,3.3,30.0,0.0
62622,5.152,7.527,5.644,1.207,19.37198825822103,3.3,30.0,0.0
62623,5.152,7.527,5.544,1.107,19.359391780754724,3.335,,0.0
62624,5.152,7.13,5.544,1.107,19.231474246528308,3.37,,0.0
62625,5.152,7.13,5.644,1.207,19.201931972569817,3.405,,0.0
62626,5.152,6.734,5.544,1.107,19.00245238079887,3.44,31.0,0.0
62627,5.152,6.734,5.644,1.207,18.92281666655921,3.44,31.0,0.0
62628,5.152,6.734,5.544,1.107,18.807071666591447,3.4699999999999998,,0.0
62629,5.548,7.13,5.846,1.308,19.114550166614013,3.5,,0.0
62630,5.548,7.13,5.745,1.207,19.26918511662981,3.5300000000000002,,0.0
62631,5.152,7.13,5.544,1.107,19.16832958164087,3.56,32.0,0.0
62632,5.548,6.338,5.745,1.308,19.09953070714861,3.56,32.0,0.0
62633,5.152,6.734,5.544,1.107,18.930771495004024,3.6,,0.0
62635,5.152,6.338,5.644,1.107,18.723840046502815,3.64,,0.0
62636,5.152,6.734,5.644,1.207,18.72778803255197,3.68,31.0,0.0
62637,5.152,6.338,5.544,1.107,18.551751622786377,3.68,31.0,0.0
62638,5.152,7.13,5.544,1.207,18.696126135950465,3.7075,,0.0
62639,5.152,7.527,5.544,1.107,18.886288295165325,3.7350000000000003,,0.0
62640,5.152,7.527,5.644,1.107,19.049401806615727,3.7625,,0.0
62641,5.152,7.527,5.544,1.107,19.133581264631008,3.79,32.0,0.0
62642,5.152,5.942,5.644,1.207,18.777006885241704,3.79,32.0,0.0
62643,5.152,6.338,5.745,1.207,18.676504819669194,3.7925,,0.0
62644,5.152,6.338,5.644,1.207,18.575853373768435,3.795,,0.0
62645,5.548,6.338,5.745,1.308,18.684797361637905,3.7975,,0.0
62646,5.152,6.338,5.644,1.207,18.581658153146535,3.8,30.0,0.0
62647,5.548,6.338,5.745,1.308,18.688860707202572,3.8,30.0,0.0
62648,5.548,6.338,5.745,1.308,18.7639024950418,3.785,,0.0
62649,5.152,6.338,5.644,1.207,18.63703174652926,3.77,,0.0
62650,5.154,4.755,5.544,1.107,18.013922222570482,3.755,,0.0
62651,5.152,6.734,5.644,1.207,18.230845555799338,3.74,29.0,0.0
62652,5.548,6.734,5.745,1.308,18.562091889059538,3.74,29.0,0.0
62653,5.152,6.734,5.644,1.207,18.61456432234168,3.765,,0.0
62654,5.152,6.734,5.644,1.207,18.651295025639175,3.79,,0.0
62655,5.548,5.942,5.846,1.308,18.649106517947423,3.815,,0.0
62656,5.152,6.338,5.745,1.308,18.617274562563196,3.84,29.0,0.0
62657,5.548,5.546,5.745,1.308,18.476192193794237,3.84,29.0,0.0
62658,5.548,6.338,5.846,1.308,18.645334535655966,3.8625,,0.0
62659,5.548,6.338,5.745,1.308,18.733434174959175,3.885,,0.0
62660,5.548,6.338,5.644,1.207,18.734503922471422,3.9075,,0.0
62661,5.152,7.13,5.644,1.207,18.854052745729994,3.93,29.0,0.0
62662,5.152,6.734,5.644,1.207,18.818936922010998,3.93,29.0,0.0
62663,5.152,7.527,5.544,1.107,18.972255845407698,3.9725,,0.0
62664,5.152,6.734,5.544,1.107,18.841679091785387,4.015,,0.0
62665,5.152,7.527,5.544,1.107,18.98817536424977,4.0575,,0.0
62666,5.152,7.13,5.544,1.107,18.971622754974838,4.1,32.0,0.0
62667,5.152,6.734,5.644,1.207,18.90123592848239,4.1,32.0,0.0
62668,5.152,7.128,5.544,1.107,18.910165149937672,4.1175,,0.0
62669,5.152,7.527,5.544,1.107,19.036115604956372,4.135,,0.0
62670,5.152,8.319,5.443,1.006,19.30128092346946,4.1525,,0.0
62671,5.152,7.527,5.644,1.107,19.339896646428624,4.17,31.0,0.0
62672,5.152,6.734,5.544,1.107,19.099027652500038,4.17,31.0,0.0
62673,5.152,6.338,5.544,1.107,18.811619356750025,4.1875,,0.0
62674,5.152,6.338,5.745,1.308,18.731033549725016,4.205,,0.0
62675,5.152,6.734,5.644,1.207,18.73282348480751,4.2225,,0.0
62677,5.152,6.338,5.644,1.207,18.615276439365257,4.24,30.0,0.0
62678,5.152,6.734,5.544,1.207,18.62179350755568,4.255,,0.0
62679,5.152,7.13,5.544,1.207,18.745155455288977,4.27,,0.0
62680,5.152,7.527,5.644,1.207,18.980608818702283,4.285,,0.0
62681,5.152,7.13,5.544,1.107,18.9663261730916,4.3,31.0,0.0
62682,5.152,7.128,5.644,1.207,19.01572832116412,4.3,31.0,0.0
62683,5.152,6.734,5.544,1.107,18.87210982481488,4.2924999999999995,,0.0
62684,5.152,5.546,5.644,1.207,18.475176877370416,4.285,,0.0
62685,5.548,6.338,5.745,1.308,18.61432381415929,4.2775,,0.0
62686,5.548,4.357,5.745,1.308,18.117426669911506,4.27,25.0,0.0
62687,4.755,1.188,5.032,0.805,16.216198668938052,4.27,25.0,0.0
62688,5.152,3.565,5.342,1.006,15.870839068256636,4.285,,0.0
62689,5.152,3.961,5.443,1.107,15.808487347779645,4.3,,0.0
62690,5.152,4.753,5.342,0.905,15.911541143445751,4.3149999999999995,,0.0
62691,5.152,7.923,5.443,1.006,16.995278800412024,4.33,18.0,0.0
62692,5.152,6.734,5.443,1.006,17.397195160288415,4.33,18.0,0.0
62693,5.152,7.923,5.443,1.006,18.035236612201892,4.325,,0.0
62694,5.152,6.338,5.443,1.006,18.006365628541324,4.32,,0.0
62695,5.152,4.357,5.443,1.006,17.391855939978925,4.3149999999999995,,0.0
62696,5.152,5.942,5.544,1.107,17.49779915798525,4.31,25.0,0.0
62697,5.546,5.94,5.947,1.408,17.900759410589675,4.31,25.0,0.0
62698,5.548,6.338,5.745,1.308,18.212231587412774,4.3225,,0.0
62699,5.548,6.338,5.745,1.308,18.43026211118894,4.335,,0.0
62700,5.152,7.527,5.544,1.107,18.700183477832258,4.3475,,0.0
62701,5.152,7.524,5.644,1.107,18.91822843448258,4.36,30.0,0.0
62702,5.152,8.316,5.443,1.006,19.21785990413781,4.36,30.0,0.0
62703,5.152,7.92,5.443,1.107,19.33910193289647,4.3525,,0.0
62704,5.15,7.524,5.544,1.107,19.334871353027527,4.345000000000001,,0.0
62705,5.152,7.13,5.544,1.107,19.214309947119272,4.3375,,0.0
62706,5.15,6.732,5.644,1.207,19.06991696298349,4.33,31.0,0.0
62707,5.152,7.13,5.544,1.107,19.028841874088446,4.33,31.0,0.0
62708,5.152,7.524,5.544,1.107,19.11828931186191,4.365,,0.0
62709,5.152,8.316,5.443,1.107,19.388202518303338,4.4,,0.0
62710,5.152,8.319,5.443,1.006,19.547741762812336,4.435,,0.0
62711,5.152,7.923,5.443,1.006,19.540619233968634,4.47,33.0,0.0
62712,5.152,7.13,5.544,1.107,19.358333463778045,4.47,33.0,0.0
62713,5.548,7.13,5.846,1.308,19.500433424644633,4.4799999999999995,,0.0
