timestamp,load_avg_1minute,cpu_pct
2023-08-05 21:13:37.498126240,0.72,1.0
2023-08-05 21:13:39.498669646,0.67,0.0
2023-08-05 21:13:41.499377310,0.67,1.0
2023-08-05 21:13:43.499993182,0.67,0.0
2023-08-05 21:13:45.499045777,0.61,1.0
2023-08-05 21:13:47.501413898,0.61,0.0
2023-08-05 21:13:49.502217900,0.56,0.0
2023-08-05 21:13:51.502929297,0.56,0.0
2023-08-05 21:13:53.503494640,0.56,0.0
2023-08-05 21:13:55.504092542,0.52,0.0
2023-08-05 21:13:57.504679109,0.52,0.0
2023-08-05 21:13:59.505424212,0.48,0.0
2023-08-05 21:14:01.506056183,0.48,0.0
2023-08-05 21:14:03.506574030,0.48,0.0
2023-08-05 21:14:05.507325898,0.44,0.0
2023-08-05 21:14:07.507887121,0.44,0.0
2023-08-05 21:14:09.508479602,0.4,0.0
2023-08-05 21:14:11.509158351,0.4,0.0
2023-08-05 21:14:13.509756756,0.4,0.0
2023-08-05 21:14:15.510376638,0.37,0.0
2023-08-05 21:14:17.510926141,0.37,0.0
2023-08-05 21:14:19.511506503,0.34,0.0
2023-08-05 21:14:21.512142310,0.34,0.0
2023-08-05 21:14:23.512916788,0.34,0.0
2023-08-05 21:14:25.513539362,0.31,0.0
2023-08-05 21:14:27.514251357,0.31,0.0
2023-08-05 21:14:29.514915955,0.29,0.0
2023-08-05 21:14:31.515484071,0.29,0.0
2023-08-05 21:14:33.516088372,0.29,0.0
2023-08-05 21:14:35.516925833,0.26,0.0
2023-08-05 21:14:37.517629176,0.26,0.0
2023-08-05 21:14:39.518242612,0.24,0.0
2023-08-05 21:14:41.519025503,0.24,0.0
2023-08-05 21:14:43.519684429,0.24,0.0
2023-08-05 21:14:45.518730794,0.22,6.0
2023-08-05 21:14:47.519484581,0.22,20.0
2023-08-05 21:14:49.520293844,0.37,21.0
2023-08-05 21:14:51.522742472,0.37,9.0
2023-08-05 21:14:53.521700371,0.37,9.0
2023-08-05 21:14:55.522363635,0.42,21.0
2023-08-05 21:14:57.523058955,0.42,25.0
2023-08-05 21:14:59.523885947,0.62,15.0
2023-08-05 21:15:01.524637520,0.62,10.0
2023-08-05 21:15:03.526878263,0.62,10.0
2023-08-05 21:15:05.525881087,0.81,17.0
2023-08-05 21:15:07.526702883,0.81,9.0
2023-08-05 21:15:09.527508293,0.91,27.0
2023-08-05 21:15:11.529902472,0.91,15.0
2023-08-05 21:15:13.528959358,0.91,6.0
2023-08-05 21:15:15.529640232,0.92,18.0
2023-08-05 21:15:17.530358251,0.92,27.0
2023-08-05 21:15:19.531216197,0.84,12.0
2023-08-05 21:15:21.531859505,0.84,30.0
2023-08-05 21:15:23.532529773,0.84,8.0
2023-08-05 21:15:25.533313308,0.86,7.0
2023-08-05 21:15:27.534136748,0.86,14.0
2023-08-05 21:15:29.534973114,0.79,16.0
2023-08-05 21:15:31.535815483,0.79,27.0
2023-08-05 21:15:33.536670703,0.79,15.0
2023-08-05 21:15:35.537517578,1.04,16.0
2023-08-05 21:15:37.538279261,1.04,11.0
2023-08-05 21:15:39.539142126,0.96,5.0
2023-08-05 21:15:41.539865843,0.96,12.0
2023-08-05 21:15:43.540615643,0.96,16.0
2023-08-05 21:15:45.541401325,0.96,13.0
2023-08-05 21:15:47.543688204,0.96,13.0
2023-08-05 21:15:49.542726911,0.97,8.0
2023-08-05 21:15:51.545132704,0.97,12.0
2023-08-05 21:15:53.544202983,0.97,2.0
2023-08-05 21:15:55.544931744,0.97,16.0
2023-08-05 21:15:57.547343214,0.97,5.0
2023-08-05 21:15:59.546343135,1.13,13.0
2023-08-05 21:16:01.548887248,1.13,11.0
2023-08-05 21:16:03.547918098,1.13,23.0
2023-08-05 21:16:05.548735749,1.12,23.0
2023-08-05 21:16:07.549591401,1.12,33.0
2023-08-05 21:16:09.550446683,1.43,40.0
2023-08-05 21:16:11.551287319,1.43,16.0
