minutes,pyaes-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
1323,10.766860698454332,2.1335975039200656,3.4267946517040877
1324,3.6038885589486336,2.2732915996809315,9.146444769076572
1325,2.8031223294568175,3.5696930919845444,6.58472688964535
1326,1.1081876097847307,5.488019910880065,5.321270991209323
