minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1043,5.973015173053583,3.05981036202077,4.112426762777246,5.144873440532192,
1045,7.809480158963954,5.604435929742303,7.850875209085893,5.103622000357797,
1046,8.293904808206252,5.43230442994773,7.845688037629095,6.515269973346394,
1047,7.785745317484051,5.894670761075757,6.197347107591626,6.005145034197282,
