minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1095,11.632569292340877,7.649937707244338,8.707425032812536,
1097,14.400438962355167,14.890140806239192,11.846431468927845,
1098,17.228836961967676,14.458963275730504,11.17554198704852,
1099,17.444692443671908,13.81502075013211,10.549883967658843,
1100,18.472276603489465,15.948854927117956,17.89515283026705,
1101,14.775853565018583,12.845463579962887,13.201057410085362,
1102,16.44157792566924,13.348778033965674,11.71141614114964,
1103,17.617843971520184,14.724995253574459,9.453340801109611,
1104,16.26454637628956,11.798473024871688,10.65377637246472,
1105,15.115751496229121,13.673574073340255,13.71104315861969,
1106,14.72375344516504,9.214487317519083,9.850857879482813,
1107,,,,
