minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1095,,,,
1097,,7.431815584268096,13.39125154465045,18.15764039876047
1098,,7.357127852308359,19.278944273981004,21.02560406008551
1099,,9.88918596959397,19.24252570529536,18.080218824708886
1100,,9.66112645501261,16.446025200880815,26.177662550461275
1101,,9.396397317902531,17.6958373219196,18.98986778860444
1102,,6.939001749838288,15.414934103318899,20.188381130415774
1103,,9.040373994806822,14.72087131011869,18.158987351616155
1104,,7.943714149462853,15.44022684080959,17.709101036366576
1105,,7.576653335532148,15.753412279999612,27.800828267968413
1106,,9.174264689252533,16.406200302058913,22.257849618265745
1107,,9.415361852789005,31.516638163263853,40.234116418359235
1108,,,,
