minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1095,,10.026709851055188,24.562764775882833,19.85758592112719
1097,,13.641315390226485,30.407263091454887,38.6515893008608
1098,,12.868777682284145,36.37957006948443,37.53234556489841
1099,,12.148324574417439,36.83535995471442,35.86080985837513
1100,,20.60649439911632,39.00515644340936,41.39978247913359
1101,,15.201184262770976,31.19997021805025,33.34404886647214
1102,,13.485843535806175,34.71723236572205,34.65054447443518
1103,,10.885641274967304,37.200978258137916,38.22290711715799
1104,,12.267957990127757,34.343421198468896,30.6262875327238
1105,,15.788439290457989,31.917682077083036,35.49364483754204
1106,,11.343387209117465,31.089958151360864,23.918818770706586
1107,,,,
