minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1095,5.784744753804269,3.1926528570194774,3.9567181412203083,
1097,7.339738521500165,6.369259013762848,5.51733331580504,
1098,9.033930854128053,6.36272573772551,5.354589880270869,
1099,9.19759484094849,6.112906418070965,5.0827114860070886,
1100,9.967317949404604,7.222252115047662,8.823281153812475,
1101,7.628477877900885,5.565707041256341,6.227745404455557,
1102,8.503117871536782,5.793772843665047,5.534532405571948,
1103,9.27044261022056,6.502616201535984,4.5453762936762105,
1104,8.306577076785608,5.056979534414759,4.9718788545497015,
1105,7.930586662552288,6.020642881737967,6.573291426596534,
1106,7.289722638260373,3.8286784400564904,4.456596746922981,
1107,,,,
