minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1095,,4.5562108906963426,12.214784292733253,8.287437212012781
1097,,6.353278966016954,15.49823313227951,16.5332206561548
1098,,6.165877845465709,19.075606858206303,16.5162616827327
1099,,5.852806442177016,19.42119173369898,15.867784689240336
1100,,10.160119636997372,21.046501429297987,18.747406502773085
1101,,7.1713274546044055,16.107921045119227,14.447373300688282
1102,,6.3730839350112545,17.9547681076511,15.03938286211425
1103,,5.234058184688728,19.57501352285916,16.87938711080412
1104,,5.725181267861481,17.539762171385863,13.126826576761228
1105,,7.569228061401219,16.74583918922228,15.628288477606539
1106,,5.131827415816373,15.39262203775666,9.93842224568596
1107,,,,
