minute,perf_rapl,ipmi,x_rest
1097,90.15925,231.6,141.44075
1098,88.1555,233.4,145.2445
1099,89.53745762711864,233.52542372881356,143.98796610169492
1100,86.15833333333333,231.68333333333334,145.525
1101,93.41016666666665,236.03333333333333,142.62316666666666
1102,87.319,232.38333333333333,145.06433333333334
1103,88.43283333333333,232.85,144.41716666666667
1104,90.4535,235.2,144.7465
1105,95.01783333333333,239.7,144.68216666666666
1106,92.12566666666666,237.16666666666666,145.041
1107,93.88542372881355,238.08474576271186,144.1993220338983
1108,82.01,239.66666666666666,157.65666666666667
