minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
11,2.352152276822661,2.26252750648189,3.2735371080432394
12,2.457350971714641,2.643704838232833,2.966256901388382
13,2.7274128276552414,2.426567270022138,2.8710335309389348
14,2.4097670605014794,2.371341180066358,3.032242555514155
15,3.381864330023538,2.5657313514374867,2.5484860853784768
16,3.1152383791658393,2.3452485072868283,2.8518754113696514
17,1.8633972247518278,2.1864722415283677,3.9752139528909907
18,3.213329278873187,1.9864757696135462,2.81989115587626
19,3.0032773962944805,2.0030717020035174,3.06063011247603
20,3.1760940164483378,3.35578211501412,4.247277221105772
