minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
11,2.653525377107983,6.271109597085702,12.720663534925261
12,3.1005757312281887,6.55158146603678,11.526600968719855
13,2.845913612902598,7.271597560778575,11.15657172629192
14,2.7811436462364343,6.424717263741671,11.783015139863204
15,3.0091272845859773,9.016440842299847,9.90318207662432
16,2.7505417776718764,8.305585267288162,11.082125039127774
17,2.564326649119631,4.968032186720994,15.44731509223466
18,2.3297678594308167,8.567106933467217,10.957837169732056
19,2.349231811858972,8.007084357673516,11.893326570212743
20,3.9357103843927757,8.467833423906049,16.504527881015623
