seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
63569,4.755,0.792,5.14,0.704,11.391,2.99,,0.0
63570,4.755,0.792,5.132,0.704,11.386294117647058,2.99,,0.0
63571,4.755,0.792,5.132,0.704,11.384789954337899,2.99,,0.0
63572,4.755,0.792,5.132,0.704,11.384083300434268,2.99,0.0,0.0
63573,4.755,0.792,5.132,0.704,11.38369265443006,2.99,0.0,0.0
63574,4.755,0.792,5.132,0.704,11.383457151405732,2.95,,0.0
63575,4.755,0.792,5.241,0.805,11.451961645654743,2.91,,0.0
63576,4.755,0.792,5.032,0.704,11.398172303419233,2.87,,0.0
63577,4.755,0.792,5.14,0.704,11.395930132718165,2.83,4.0,0.0
63578,4.755,0.792,5.14,0.704,11.394408099223682,2.83,4.0,0.0
63579,4.755,0.792,5.14,0.704,11.393365044863774,2.7925,,0.0
63580,4.755,0.792,5.04,0.704,11.362224506266323,2.755,,0.0
63581,4.755,0.792,5.032,0.704,11.338224621881634,2.7175000000000002,,0.0
63582,4.755,0.792,4.931,0.704,11.291037199329915,2.68,0.0,0.0
63583,4.755,0.792,4.73,0.704,11.197582356918188,2.68,0.0,0.0
63585,4.755,0.792,4.73,0.704,11.132390999858442,2.6366666666666667,,0.0
63586,4.755,0.792,4.73,0.704,11.086867799044875,2.5933333333333333,,0.0
63587,4.755,0.792,4.73,0.704,11.05505565600511,2.55,0.0,0.0
63588,4.755,0.792,4.73,0.704,11.03281360572359,2.55,0.0,0.0
63589,4.755,0.792,4.73,0.704,11.017257111126918,2.5599999999999996,,0.0
63590,4.753,0.792,4.73,0.704,11.005773563700922,2.57,,0.0
63591,4.755,0.792,4.73,0.704,10.998338587648059,2.58,,0.0
63592,4.755,0.792,4.73,0.704,10.993135587357637,2.59,0.0,0.0
63593,4.755,0.792,4.73,0.704,10.989494213531465,2.59,0.0,0.0
63594,4.755,0.792,4.73,0.704,10.986945607686494,2.5575,,0.0
63595,4.755,0.792,4.73,0.704,10.985161757921999,2.525,,0.0
63596,4.755,0.792,4.73,0.704,10.983913148496326,2.4924999999999997,,0.0
63597,4.755,0.792,4.73,0.704,10.983039163745307,2.46,0.0,0.0
63598,4.755,0.792,4.73,0.704,10.982427394923334,2.46,0.0,0.0
63599,4.755,0.792,4.73,0.704,10.981999166794354,2.4299999999999997,,0.0
63600,4.755,0.792,4.73,0.704,10.981699412026657,2.4,,0.0
63601,4.755,0.792,4.73,0.704,10.981489586101286,2.37,,0.0
63602,4.755,0.792,4.73,0.704,10.981342709135395,2.34,0.0,0.0
63603,4.755,0.792,4.73,0.704,10.981239895838383,2.34,0.0,0.0
63605,4.755,0.792,4.73,0.704,10.981167926814235,2.3033333333333332,,0.0
63606,4.755,0.792,4.73,0.704,10.981117548636377,2.2666666666666666,,0.0
63607,4.755,0.792,4.83,0.704,11.011082339666455,2.23,0.0,0.0
63608,4.755,0.792,4.73,0.704,11.002057626040274,2.23,0.0,0.0
63609,4.755,0.792,4.73,0.704,10.995740332482336,2.205,,0.0
63610,4.755,0.792,4.73,0.704,10.991318229922168,2.1799999999999997,,0.0
63611,4.755,0.792,4.73,0.704,10.98822275956594,2.155,,0.0
63612,4.755,0.792,4.73,0.704,10.986055931020166,2.13,0.0,0.0
63613,4.755,0.792,4.73,0.704,10.98453915138288,2.13,0.0,0.0
63614,4.755,0.792,4.73,0.704,10.98347740580571,2.1275,,0.0
63615,4.755,0.792,4.73,0.704,10.982734183984466,2.125,,0.0
63616,4.755,0.792,4.73,0.704,10.982213928750156,2.1225,,0.0
63617,4.755,0.792,4.73,0.704,10.981849750106015,2.12,0.0,0.0
63618,4.755,0.792,4.73,0.704,10.981594825064853,2.12,0.0,0.0
63619,4.755,0.792,4.73,0.704,10.981416377540814,2.0975,,0.0
63620,4.755,0.792,4.73,0.704,10.981291464276323,2.075,,0.0
63621,4.755,0.792,4.73,0.704,10.981204024992325,2.0524999999999998,,0.0
63622,4.755,0.792,4.73,0.704,10.981142817494087,2.03,0.0,0.0
63623,4.755,0.792,4.73,0.704,10.981099972245596,2.03,0.0,0.0
63624,4.755,0.792,4.73,0.704,10.981069980571789,2.003333333333333,,0.0
63626,4.755,0.792,4.73,0.704,10.981048986400188,1.9766666666666666,,0.0
63627,4.755,0.792,4.83,0.704,11.011034290543577,1.95,0.0,0.0
63628,4.755,0.792,4.73,0.704,11.002024003367158,1.95,0.0,0.0
63629,4.755,0.792,4.73,0.704,10.99571680235047,1.95,,0.0
63630,4.755,1.584,4.931,0.805,11.319501761880314,1.95,,0.0
63631,5.152,2.773,5.342,1.006,12.205551233766354,1.95,,0.0
63632,5.152,4.753,5.544,1.006,13.480385864089799,1.95,4.0,0.0
63633,5.15,7.524,5.644,1.207,15.293770105314264,1.95,4.0,0.0
63634,5.152,7.923,5.342,1.006,16.532539073935844,2.0125,,0.0
63635,5.152,8.715,5.544,1.107,17.72817735190093,2.075,,0.0
63636,5.548,7.923,5.947,1.408,18.65752414641,2.1375,,0.0
63637,5.548,7.923,5.947,1.408,19.308066902525884,2.2,31.0,0.0
63638,5.152,6.732,5.745,1.207,19.166446831762194,2.2,31.0,0.0
63639,5.152,7.527,5.644,1.207,19.27551278223673,2.2350000000000003,,0.0
63640,5.152,7.527,5.745,1.207,19.3821589475679,2.27,,0.0
63641,5.152,7.13,5.644,1.207,19.30741126329646,2.3049999999999997,,0.0
63642,5.548,6.338,5.846,1.408,19.257187884307015,2.34,30.0,0.0
63643,5.548,6.734,6.148,1.61,19.49203151901656,2.34,30.0,0.0
63644,5.152,4.357,5.544,1.107,18.49242206330667,2.395,,0.0
63645,5.548,6.336,5.846,1.308,18.656095444315234,2.45,,0.0
63646,5.548,6.732,5.947,1.408,18.949766811021373,2.505,,0.0
63647,5.546,7.128,5.947,1.408,19.27353676771551,2.56,27.0,0.0
63648,5.548,7.128,5.846,1.308,19.44047573740105,2.56,27.0,0.0
63649,5.548,5.148,5.745,1.308,18.933033016180318,2.5875,,0.0
63650,5.548,5.546,6.048,1.509,18.848423111326174,2.615,,0.0
63651,5.152,6.338,5.544,1.107,18.636196177928234,2.6425,,0.0
63652,5.152,7.524,5.644,1.207,18.90343732454984,2.67,26.0,0.0
63653,5.152,7.524,5.443,1.107,19.000206127184907,2.67,26.0,0.0
63654,5.152,8.319,5.443,1.006,19.27614428902947,2.7175,,0.0
63655,5.152,8.319,5.443,1.006,19.469301002320652,2.7649999999999997,,0.0
63656,5.152,8.319,5.443,1.006,19.60451070162447,2.8125,,0.0
63657,5.152,8.319,5.544,1.107,19.759757491137133,2.86,32.0,0.0
63658,5.152,7.923,5.644,1.207,19.809630243795993,2.86,32.0,0.0
63659,5.548,7.527,5.947,1.408,19.995741170657197,2.9025,,0.0
63660,5.548,7.923,5.947,1.408,20.24481881946004,2.945,,0.0
63661,5.548,7.923,5.846,1.308,20.35887317362203,2.9875,,0.0
63662,5.152,7.923,5.644,1.207,20.229011221535423,3.03,33.0,0.0
63664,5.152,7.923,5.846,1.308,20.229007855074798,3.03,,0.0
63665,5.548,7.923,5.846,1.408,20.37780549855236,3.03,,0.0
63666,5.152,8.319,5.443,1.006,20.240463848986654,3.03,,0.0
63667,5.152,5.942,5.443,1.006,19.431224694290655,3.03,31.0,0.0
63668,5.152,7.527,5.644,1.207,19.460857286003456,3.03,31.0,0.0
63669,5.152,4.753,5.342,1.006,18.498500100202417,3.0075,,0.0
63670,5.548,5.546,5.846,1.308,18.42335007014169,2.985,,0.0
63671,5.152,3.169,5.544,1.107,17.38794504909918,2.9625,,0.0
63672,5.548,5.15,5.846,1.408,17.557161534369428,2.94,21.0,0.0
63673,5.152,5.15,5.544,1.107,17.3759130740586,2.94,21.0,0.0
63674,5.548,7.13,5.947,1.408,18.17303915184102,2.9825,,0.0
63675,5.548,7.527,5.745,1.207,18.729227406288715,3.025,,0.0
63676,5.548,7.13,5.846,1.308,19.0600591844021,3.0675,,0.0
63677,5.548,5.942,5.947,1.408,18.99554142908147,3.11,28.0,0.0
63678,5.152,3.961,5.745,1.308,18.14667900035703,3.11,28.0,0.0
63679,5.548,5.15,5.947,1.411,18.11947530024992,3.1075,,0.0
63680,5.152,3.565,5.443,1.006,17.23343271017494,3.105,,0.0
63681,5.548,4.753,5.846,1.408,17.32990289712246,3.1025,,0.0
63682,5.152,4.357,5.544,1.207,17.008932027985722,3.1,16.0,0.0
63683,5.548,3.961,5.745,1.308,16.874852419590002,3.1,16.0,0.0
63684,5.548,4.753,6.048,1.509,17.169796693713,3.1175,,0.0
63685,5.548,4.357,5.745,1.308,17.1062576855991,3.135,,0.0
63686,5.152,3.961,5.443,1.006,16.64298037991937,3.1525,,0.0
63687,5.152,4.753,5.342,0.905,16.495686265943558,3.17,16.0,0.0
63688,5.152,3.961,5.241,0.905,16.124680386160488,3.17,16.0,0.0
63689,5.152,3.169,5.14,0.805,15.567076270312342,3.1475,,0.0
63690,5.548,3.565,5.745,1.308,15.746753389218638,3.125,,0.0
63691,5.15,3.168,5.342,1.006,15.422527372453045,3.1025,,0.0
63692,5.152,4.357,5.745,1.308,15.76436916071713,3.08,11.0,0.0
63693,5.15,4.752,5.342,0.905,15.879758412501992,3.08,11.0,0.0
63694,5.152,4.753,5.241,0.905,15.931130888751394,3.0775,,0.0
63695,5.152,3.961,5.241,0.905,15.729491622125975,3.075,,0.0
63696,5.152,4.753,5.241,0.905,15.825944135488182,3.0725,,0.0
63697,5.152,3.169,5.241,0.805,15.388260894841727,3.07,15.0,0.0
63698,5.152,3.169,5.241,0.805,15.08188262638921,3.07,15.0,0.0
63699,5.152,3.565,5.241,0.805,14.986217838472445,3.09,,0.0
63700,5.152,3.565,5.241,0.805,14.919252486930711,3.11,,0.0
63701,5.152,6.338,5.443,1.107,15.855476740851497,3.13,,0.0
63703,5.152,7.923,5.644,1.207,17.07663371859605,3.15,11.0,0.0
63704,5.152,8.319,5.443,1.006,17.929643603017233,3.1875,,0.0
63705,5.152,8.319,5.443,1.107,18.557050522112064,3.2249999999999996,,0.0
63706,5.548,7.923,5.846,1.408,19.207435365478446,3.2624999999999997,,0.0
63707,5.548,6.338,5.745,1.308,19.126904755834914,3.3,32.0,0.0
63708,5.548,6.734,5.846,1.308,19.21963332908444,3.3,32.0,0.0
63709,5.152,7.923,5.745,1.207,19.461843330359113,3.3325,,0.0
63710,5.152,6.734,5.443,1.006,19.123790331251378,3.365,,0.0
63711,5.548,7.527,5.846,1.308,19.455353231875964,3.3975,,0.0
63712,5.548,7.527,6.048,1.509,19.808347262313173,3.43,30.0,0.0
63713,5.152,5.15,5.443,1.107,18.92144308361922,3.43,30.0,0.0
63714,5.152,4.357,5.443,1.107,18.062710158533452,3.4625000000000004,,0.0
63715,5.548,5.942,5.947,1.408,18.297397110973417,3.495,,0.0
63716,5.152,7.527,5.644,1.207,18.66717797768139,3.5275,,0.0
63717,5.152,7.923,5.745,1.308,19.105424584376976,3.56,24.0,0.0
63718,5.152,7.923,5.745,1.308,19.412197209063887,3.56,24.0,0.0
63719,5.152,7.923,5.644,1.207,19.566338046344725,3.5475,,0.0
63720,5.152,4.357,5.443,1.107,18.51413663244131,3.535,,0.0
63721,5.152,4.753,5.342,0.905,17.805495642708916,3.5225,,0.0
63722,5.152,3.961,5.241,0.905,17.04154694989624,3.51,24.0,0.0
63723,5.152,3.169,5.241,0.805,16.23918286492737,3.51,24.0,0.0
63724,5.152,2.773,5.241,0.805,15.558728005449158,3.48,,0.0
63725,4.755,0.792,4.83,0.704,14.215409603814408,3.45,,0.0
63726,5.152,2.773,5.745,1.308,14.444186722670086,3.42,,0.0
63727,5.548,2.773,5.846,1.408,14.78343070586906,3.39,6.0,0.0
63728,5.152,2.773,5.342,0.905,14.60000149410834,3.39,6.0,0.0
63729,5.152,4.357,5.745,1.308,15.188601045875837,3.4225000000000003,,0.0
63730,5.152,4.753,5.443,1.006,15.538220732113086,3.455,,0.0
