minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1
1068,,,,
1070,7.25585825195042,,6.388712402629975,5.844688867500639
1071,6.737799522416284,,5.706216010095257,5.24494834384698
1072,5.560870662276287,,6.998006199930113,5.014747481520696
1073,6.287645844299249,,6.230470345918183,3.9988209546316393
1074,6.603798752703422,,4.921842762120369,4.045975837574593
1075,6.5564448915389475,,6.671962110367255,6.398270931884223
1076,7.931930255628775,,6.042401858402745,6.386764828657741
1077,6.403886293029463,,5.6258404623806015,5.297145573616228
1078,5.121726963612469,,4.138686435476365,2.826659113791815
1079,4.418043156253168,,3.223596338275106,0.6420911126783017
1080,4.798248260394282,,3.082302764181889,0.9564541820471756
1081,3.9261339118722147,,3.3780625270196047,2.0804907682901685
1082,4.705287699198888,,3.040576603529824,1.2080015311931256
1083,-100.31932833457607,,59.46586645342545,
