minute,perf_rapl,igpm,x_rest
1070,32.46909090909091,57.03524138026024,24.566150471169337
1071,38.9375,65.5462331705543,26.608733170554306
1072,37.76016666666667,62.128594707863485,24.368428041196815
1073,42.61683333333334,71.42876096203139,28.811927628698058
1074,46.7825,72.93635112048914,26.153851120489126
1075,42.859,73.46458423672685,30.605584236726862
1076,42.86133333333333,68.39584880950137,25.534515476168043
1077,44.4325,73.06060257265662,28.628102572656633
1078,49.574,80.05908370100023,30.48508370100023
1079,39.084500000000006,66.31261206625784,27.228112066257847
1080,46.70338983050848,75.57522928744149,28.87183945693302
1081,48.736,80.18960224141576,31.45360224141575
1082,38.59733333333334,63.88367908187674,25.28634574854341
1083,44.67142857142857,64.91660486202481,20.245176290596245
