minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1
1068,,,,
1070,22.877892094611074,,5.448425480625414,9.317954583075393
1071,21.244440709343543,,4.866378504463158,8.361812162542341
1072,17.533556272195298,,5.968043776329335,7.994812099961015
1073,19.825095551768904,,5.313473396455813,6.375160917169852
1074,20.821933123936727,,4.197448848335887,6.45033806818569
1075,20.672625283517874,,5.689986663498539,10.200508411152331
1076,25.00956305775086,,5.153084717970305,10.182164689232641
1077,20.191604426492876,,4.797832582438638,8.44502812619383
1078,16.148925839350415,,3.5295570077760194,4.506429998456268
1079,13.930194208372962,,2.7491493311670556,1.023660277179349
1080,15.128989863459337,,2.6286512619440288,1.5248367930522917
1081,12.37919276615708,,2.8808812773889847,3.316843535886181
1082,14.835883022857672,,2.5930663329978154,1.9258687090313018
1083,-316.30920684336064,,50.71371531436216,
