minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1223,29.51815727933098,29.21726912772511,13.563547186797903,24.11346217715148,0.0
1225,29.261669339076658,28.138198599308254,13.151552352238804,34.99907440230116,0.0
1226,29.01311414076533,27.93710068841067,13.835798868765336,42.82947328426927,0.0
1227,27.70805603357826,27.98858399839886,12.950268545703864,40.7537584486975,0.0
1228,29.191623344867065,27.83416326260409,14.088845875547543,44.99250389041712,0.0
1229,26.339384898145266,25.588422330070703,11.943061136091991,47.14877619305392,0.0
1230,28.01634161648452,25.77620814410956,12.699176378655643,52.85974191914565,0.0
1231,26.345812236082423,25.117513612960604,11.939405191664765,54.14350488064454,0.0
1232,23.016819502584305,23.78171915437503,11.07996957916063,48.43294709559444,0.0
1233,24.187375051198494,24.74547842026204,11.472032664168614,57.53378991667537,0.0
1234,24.3261530541637,24.734512658997485,11.554616204275225,59.375053567347216,0.0
1235,,,,,
