,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,248.25129700000014,355.07344,161.19027200000005,214.12915399999997,0.0
1,225.0,198.0,127.0,235.0,0.0
2,188.0,202.0,143.0,238.0,0.0
3,185.0,222.0,150.0,273.0,0.0
4,182.0,191.0,99.0,212.0,0.0
5,224.0,231.0,113.0,383.0,0.0
6,198.0,214.0,136.0,276.0,0.0
7,191.0,205.0,168.0,361.0,0.0
8,195.0,259.0,150.0,493.0,0.0
9,210.0,227.0,113.0,412.0,0.0
10,202.0,308.0,149.0,360.0,0.0
11,195.0,230.0,133.0,361.0,0.0
