,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,248.25129700000014,355.07344,161.19027200000005,214.12915399999997,0.0
1,152.070286,145.421209,67.596989,173.06838499999998,0.0
2,130.265009,144.43180800000002,79.38949499999998,181.21350799999996,0.0
3,127.61035800000003,160.68216,79.18782599999999,211.52630899999997,0.0
4,126.309268,135.22130799999996,52.83777199999998,166.38868599999998,0.0
5,153.69045699999998,172.017294,61.91436700000002,305.13857,0.0
6,136.428093,154.58518900000004,74.93184199999999,227.83929699999993,0.0
7,130.14858100000006,147.766463,91.17849999999999,305.15364900000014,0.0
8,136.57505700000002,191.171274,83.378367,414.564169,0.0
9,145.57615799999994,165.30208900000005,64.08046300000002,353.7621349999999,0.0
10,139.45742700000002,229.008767,84.351446,303.66512,0.0
11,138.21132199999997,168.85097199999996,74.04400500000001,305.9998119999999,0.0
