minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1223,4.137521616666669,5.917890666666667,2.686504533333334,3.568819233333333,0.0
1225,3.75,3.3,2.1166666666666667,3.9166666666666665,0.0
1226,3.1333333333333333,3.3666666666666667,2.3833333333333333,3.966666666666667,0.0
1227,3.0833333333333335,3.7,2.5,4.55,0.0
1228,3.033333333333333,3.183333333333333,1.65,3.533333333333333,0.0
1229,3.7333333333333334,3.85,1.8833333333333333,6.383333333333334,0.0
1230,3.3,3.566666666666667,2.2666666666666666,4.6,0.0
1231,3.183333333333333,3.4166666666666665,2.8,6.016666666666667,0.0
1232,3.25,4.316666666666666,2.5,8.216666666666667,0.0
1233,3.5,3.783333333333333,1.8833333333333333,6.866666666666666,0.0
1234,3.3666666666666667,5.133333333333334,2.4833333333333334,6.0,0.0
1235,3.25,3.8333333333333335,2.216666666666667,6.016666666666667,0.0
