minutes,image_processing-0-0.0.1,dd-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1258,8.393186838926715,5.978419955722733,3.7576068441703123,9.6846806457158
1259,9.430636258674266,5.7596212854377455,7.514511387385243,7.4388167450906995
1260,8.737459571013526,5.759685267371965,7.523950079096988,6.682764122150309
1261,13.355810572363358,4.420173621314622,3.184080464225134,3.1058774048835827
