,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,252.219942,303.7540989999999,124.45477,0.0
1,162.0,196.0,131.0,0.0
2,169.0,238.0,132.0,0.0
3,204.0,218.0,151.0,0.0
4,129.0,226.0,113.0,0.0
5,159.0,239.0,135.0,0.0
6,182.0,201.0,125.0,0.0
7,195.0,173.0,106.0,0.0
8,205.0,259.0,118.0,0.0
9,213.0,244.0,134.0,0.0
10,183.0,205.0,135.0,0.0
11,220.0,204.0,115.0,0.0
12,186.0,180.0,92.0,0.0
