minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1148,17.63982600009718,31.788020507844085,11.729914230322098,0.0
1150,17.503326901242747,32.525217280899376,12.727823024291174,0.0
1151,18.050894364474757,32.27196716033221,12.427819166072867,0.0
1152,16.98401005567153,30.037731869638062,11.931301024789544,0.0
1153,17.41860845838263,32.262639954631695,12.429572639598929,0.0
1154,17.192271041207313,31.393664485300942,12.334925682896515,0.0
1155,17.64304895186896,31.512901781578613,12.20627248135699,0.0
1156,18.28734882042216,33.16606209144217,11.955492296686657,0.0
1157,17.60564822478493,31.50288383233933,11.869733645040641,0.0
1158,17.279439480167007,31.387124940984098,11.968323673787653,0.0
1159,17.78307620004714,32.510850425015754,12.518054968497662,0.0
1160,17.829277393470328,32.33059720046718,11.761601999732717,0.0
1161,,,,
