minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1148,4.2036657,5.062568316666665,2.0742461666666667,0.0
1150,1.8537837999999998,2.3281165666666666,1.1693233166666668,0.0
1151,1.9041799666666674,2.7569364166666666,1.1656787666666668,0.0
1152,2.2560253500000003,2.631844033333333,1.3445407166666667,0.0
1153,1.4705936499999994,2.7190647666666665,1.0383889999999998,0.0
1154,1.7892508666666664,2.9364280666666662,1.2038476000000002,0.0
1155,2.0681855,2.3850862833333326,1.1156248666666666,0.0
1156,2.220964833333334,2.0948677333333334,0.9720700000000002,0.0
1157,2.3214791,3.1433495,1.05481555,0.0
1158,2.4261660500000004,2.9146329,1.1681322166666666,0.0
1159,2.0707734333333336,2.485322266666666,1.2009183666666665,0.0
1160,2.481311766666666,2.4452124000000004,1.0159210999999997,0.0
1161,2.1478252666666657,2.2126671333333334,0.8496227333333332,0.0
