minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1148,25.978383387656066,64.48414218673524,14.368273159003449,0.0
1150,28.194545478276105,72.16661213277409,17.05259729897525,0.0
1151,28.016749655266644,68.99475570392693,16.043749207983684,0.0
1152,26.31562983565978,64.10800827591943,15.37634971956283,0.0
1153,27.3131626832088,69.6835156525849,16.210882040677674,0.0
1154,25.854928564049786,65.03149272620017,15.429027195946523,0.0
1155,28.57849010433174,70.31138521550936,16.445255139279293,0.0
1156,29.38066637433286,73.39668069696718,15.976081641142459,0.0
1157,26.187558394097003,64.54534372549332,14.685065119118798,0.0
1158,25.8262724499596,64.61825583199119,14.878437261778002,0.0
1159,27.89810417580084,70.25346509979212,16.334151183323424,0.0
1160,28.393092923797706,70.91927810220443,15.578920301562295,0.0
1161,,,,
