minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1148,4.2036657,5.062568316666665,2.0742461666666667,0.0
1150,2.7,3.2666666666666666,2.183333333333333,0.0
1151,2.816666666666667,3.966666666666667,2.2,0.0
1152,3.4,3.6333333333333333,2.5166666666666666,0.0
1153,2.15,3.7666666666666666,1.8833333333333333,0.0
1154,2.65,3.9833333333333334,2.25,0.0
1155,3.033333333333333,3.35,2.0833333333333335,0.0
1156,3.25,2.8833333333333333,1.7666666666666666,0.0
1157,3.4166666666666665,4.316666666666666,1.9666666666666666,0.0
1158,3.55,4.066666666666666,2.2333333333333334,0.0
1159,3.05,3.4166666666666665,2.25,0.0
1160,3.6666666666666665,3.4,1.9166666666666667,0.0
1161,3.1,3.0,1.5333333333333334,0.0
