,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,252.219942,303.7540989999999,124.45477,0.0
1,111.22702799999999,139.686994,70.15939900000001,0.0
2,114.25079800000005,165.41618499999998,69.94072600000001,0.0
3,135.361521,157.910642,80.672443,0.0
4,88.23561899999997,163.14388599999998,62.30333999999999,0.0
5,107.35505199999999,176.18568399999998,72.23085600000002,0.0
6,124.09112999999998,143.10517699999997,66.93749199999999,0.0
7,133.25789000000003,125.69206400000002,58.32420000000001,0.0
8,139.288746,188.60097,63.288933,0.0
9,145.56996300000003,174.877974,70.08793299999999,0.0
10,124.24640600000002,149.11933599999998,72.05510199999999,0.0
11,148.87870599999997,146.71274400000001,60.95526599999999,0.0
12,128.86951599999995,132.760028,50.97736399999999,0.0
