minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1033,1.396085833333333,1.41939665,1.3101627500000004,0.0
1035,1.2,1.2833333333333334,1.2,0.0
1036,1.15,1.5666666666666667,1.7833333333333334,0.0
1037,1.1333333333333333,0.9333333333333333,1.3666666666666667,0.0
1038,1.2,1.05,1.9833333333333334,0.0
1039,1.8666666666666667,1.2333333333333334,2.1666666666666665,0.0
1040,1.1333333333333333,1.2,1.8833333333333333,0.0
1041,0.95,1.1666666666666667,2.3333333333333335,0.0
1042,1.2833333333333334,1.0666666666666667,1.7166666666666666,0.0
1043,1.4333333333333333,1.0333333333333334,2.183333333333333,0.0
1044,1.2166666666666666,1.2,1.8,0.0
1045,1.1833333333333333,1.4,2.0,0.0
1046,1.5666666666666667,1.75,2.45,0.0
1047,0.8166666666666667,0.7833333333333333,1.4833333333333334,0.0
