minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1033,14.49457769165189,11.301678722073158,9.379093820707103,0.0
1035,24.605888309901022,17.735144304642066,18.066129336709036,0.0
1036,22.519663460932463,18.237433278149556,21.227778383385562,0.0
1037,22.508853834123315,18.002107450796817,24.86010994684412,0.0
1038,23.970419414654927,18.142402769555787,30.297496644567815,0.0
1039,20.48350341244996,15.512254889448556,26.770145587354428,0.0
1040,23.1250665173912,17.95023443440433,33.25615066077026,0.0
1041,24.32094507797154,17.63185143679246,31.28835601407767,0.0
1042,23.66079096169746,17.35970828280015,35.826645236094684,0.0
1043,20.35180589394083,14.91360287424667,25.050752425411428,0.0
1044,21.840728733749934,17.856195437181505,30.484696159920855,0.0
1045,22.45065308889188,19.452902732378202,44.773247953285384,0.0
1046,21.129736878118518,16.7133092685279,37.80908851363047,0.0
1047,23.361216207082265,18.233134528635386,35.114251622400296,0.0
