minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1033,6.277624694430857,5.43758051217056,6.152656840457974,0.0
1035,9.444720568018415,7.562367060083227,10.503334862234777,0.0
1036,8.05568996266861,7.247321455651311,11.501577861746485,0.0
1037,10.13944011186568,9.008591720308447,16.96194575661978,0.0
1038,10.223456090453658,8.59587059571433,19.572255686839057,0.0
1039,6.732710864501714,5.6641353076641785,13.327493832540807,0.0
1040,7.474139201254211,6.44497560752853,16.280292448182223,0.0
1041,6.220259611326877,5.0095526282501766,12.120564307323859,0.0
1042,6.818490472358819,5.55743464154637,15.637854002070828,0.0
1043,7.167860085512902,5.8350167022198605,13.36347403014282,0.0
1044,10.291054690585378,9.346621451638562,21.7563814048037,0.0
1045,7.547867616081526,7.2652852809641555,22.79953171592266,0.0
1046,5.9002652458149205,5.184571378573352,15.99137052212047,0.0
1047,6.604319681995433,5.72620558552062,15.035853541461716,0.0
