minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1033,13.477497804564967,13.564888685554232,8.697319916742833,0.0
1035,18.038716080955556,16.783049479252682,13.20847113497199,0.0
1036,15.62388080748923,16.332787468437743,14.687653814356134,0.0
1037,15.873673143966904,16.387661163071066,17.484288306794916,0.0
1038,17.713423567560433,17.305782956063215,22.328239525780432,0.0
1039,16.558814462209973,16.18711705854869,21.58224389997585,0.0
1040,16.959027628917717,16.992514755871778,24.322644810499742,0.0
1041,17.95341241205429,16.800958221029507,23.03404264362551,0.0
1042,16.405249352578224,15.536943047888302,24.773112913017478,0.0
1043,16.355361475361573,15.470677864225388,20.077000588263065,0.0
1044,15.779070764877208,16.652245438763146,21.96428303457636,0.0
1045,15.223617809015893,17.027186080145892,30.27808160552951,0.0
1046,16.148861923147223,16.488450908077468,28.81807064266825,0.0
1047,18.65451429535754,18.794007986226017,27.96358032207887,0.0
