minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1285,6.5397761261567755,2.9612236173425748,2.6280858202756576
1286,6.756003628285368,3.9474503763870836,3.059965671707039
1287,6.127273710024305,4.599438675880452,3.0348733508188133
