minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1340,8.82862924377574,9.943540667475522,2.2331207263753523
1341,8.562404902533938,12.43526213250001,5.261057698851983
1342,3.8355675170178047,9.1164566297873,2.557596115623361
1343,7.795405977612668,9.34302337598868,3.822768003845987
1344,4.952722646436718,7.082339131932673,6.113625610433268
1345,11.457545121685241,6.424284365241245,3.756760248006849
1346,5.846523976359905,9.12278103297262,6.9933731942822375
1347,6.857375531647064,7.651026430766867,3.650624506450591
1348,8.504181068924435,10.082127947137222,3.680032791461352
1349,7.482506639146255,12.761870312122808,4.917248966714079
1350,7.540300303751275,6.973858938317306,5.118196368652614
1351,,,
