minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1340,11.85718446705277,6.125625494834894,14.885066953272066
1341,15.778482555474728,6.9868444321909875,16.88867941034085
1342,11.909998773250196,5.618937257941543,14.47056227983686
1343,12.90482555929643,5.904626026477941,15.394701949221021
1344,12.47010710353803,6.317557059251625,14.999230492825404
1345,13.82615830384806,6.291679510546219,16.273043370350145
1346,13.367777650064966,6.74611922641306,16.1963151698886
1347,11.98058217828784,5.778413017912528,13.923148850740779
1348,13.633273227158714,6.053719482961296,15.481837750216332
1349,12.863580068983959,6.508139272505639,14.973526282017403
1350,13.23168406449829,6.266517232883,14.581437389748837
