minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
57,5.074079421311315,5.321635870516839,8.59677107033859
58,5.611515344980123,5.58578697901629,7.342685777460818
59,7.61535724694411,4.851931187986327,8.473084734087216
60,7.37074330792489,6.501061586304058,5.857452249859593
61,5.473965589942999,6.1719145444068415,6.953840868446099
62,7.5784733203735195,5.652417076793164,8.152601259631632
63,3.8500714941314205,8.703436911257976,5.9737853031602715
64,4.4033351555808515,4.8095684779471455,9.94376417077459
65,6.906367142609352,5.450448959288744,9.078444049056957
66,6.643880831574531,4.323805168362855,6.643373929474405
67,5.577591018548092,7.071271682687549,8.157626433829428
68,5.59121998724545,5.129265761281892,9.809118318101262
69,-0.5320013656598654,1.650588028195602,745.6833805126498
