minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1340,12.397020151838138,13.713529471128309,17.003515878669145
1341,12.023192184647051,17.14996090809366,40.05895295514266
1342,5.385842636412485,12.572865224333732,19.474149180376504
1343,10.946184546639062,12.885332368092001,29.10747085284902
1344,6.954534023232194,9.767533483115116,46.55060916118493
1345,16.088501832180313,8.859984176643538,28.60487199589074
1346,8.209595572748423,12.58158745843218,53.24921789940432
1347,9.629017178910749,10.551832586746078,27.796729047983305
1348,11.941435207584824,13.904660659456493,28.020650771174935
1349,10.5068162939514,17.600399141973377,37.441110951759036
1350,10.587969234569234,9.617924165677113,38.97117258223126
1351,,,
