minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1340,16.649669016936823,20.528583446246266,46.641979154107986
1341,22.155893152218475,23.29184448148356,53.199506341683566
1342,16.7238300220211,19.956923687900122,42.78393360386359
1343,18.120749903201787,21.23144118778741,44.95923628893193
1344,17.510325192003013,20.686030890426178,48.103392039059706
1345,19.41447062534077,22.44279651554965,47.90635418744853
1346,18.77081983366572,22.33697762532901,51.366566988921996
1347,16.82294211184568,19.20196421784383,43.99822022298912
1348,19.143624481881695,21.351613610760257,46.09446956350514
1349,18.062833644577985,20.650581198587474,49.55453064118822
1350,18.57971939482971,20.109835928945795,47.714762580807324
