timestamp,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
2023-07-21 00:32:56.007898,21.38,10.69,121052719.0,166.0,200923914546,29603594,0.13448571666666667,8,51.139611,3.84,1.0,6.1,00:00:00,144.62
2023-07-21 00:32:57.014954,19.99,8.3,116209676.0,143.0,200953518140,33293492,0.151167,9,29.603594,3.84,1.0,5.7,00:00:00,123.01
2023-07-21 00:32:58.022011,27.25,17.97,1783784327.0,97.0,200986811632,42704354,0.16784670000000002,10,33.293492,3.84,0.0,5.2,00:00:00,69.75
2023-07-21 00:32:59.023778,24.6,16.79,1723496341.0,95.0,201029515986,31917342,0.18452563333333333,11,42.704354,3.84,0.0,5.0,00:00:00,70.4
2023-07-21 00:33:00.030843,21.66,11.65,617550157.0,141.0,201061433328,29186512,0.2012062,12,31.917342,3.61,2.0,4.7,00:00:00,119.34
2023-07-21 00:33:01.037959,19.91,8.02,168595021.0,114.0,201090619840,29026472,0.2178858,13,29.186512,3.61,2.0,4.7,00:00:00,94.09
2023-07-21 00:33:02.045188,19.87,7.88,129742897.0,102.0,201119646312,29211912,0.23456661666666667,14,29.026472,3.61,0.0,4.5,00:00:00,82.13
2023-07-21 00:33:03.052498,19.95,8.8,118036750.0,99.0,201148858224,28959352,0.2512479166666667,15,29.211912,3.61,0.0,4.3,00:00:00,79.05
2023-07-21 00:33:04.059583,20.01,7.88,118836539.0,95.0,201177817576,29018248,0.2679252166666667,16,28.959352,3.61,0.0,4.2,00:00:00,74.99
2023-07-21 00:33:05.066794,19.7,7.42,114813275.0,96.0,201206835824,29349059,0.28460336666666664,17,29.018248,3.61,0.0,4.1,00:00:00,76.3
2023-07-21 00:33:06.073950,20.05,8.52,120836507.0,96.0,201236184883,28849893,0.30128191666666665,18,29.349059,3.41,0.0,4.0,00:00:00,75.95
2023-07-21 00:33:07.081233,19.73,7.32,117378164.0,95.0,201265034776,29071755,0.31796025,19,28.849893,3.41,0.0,3.9,00:00:00,75.27
2023-07-21 00:33:08.088516,19.96,8.07,127722878.0,90.0,201294106531,28923467,0.33463895000000005,20,29.071755,3.41,0.0,3.8,00:00:00,70.03999999999999
2023-07-21 00:33:09.095635,19.58,7.08,115234148.0,91.0,201323029998,28673694,0.35131823333333334,21,28.923467,3.41,0.0,3.7,00:00:00,71.42
2023-07-21 00:33:10.102609,19.69,7.13,117465273.0,87.0,201351703692,28668926,0.36799773333333335,22,28.673694,3.21,0.0,3.6,00:00:00,67.31
2023-07-21 00:33:11.110059,19.6,7.28,116869028.0,99.0,201380372618,28928583,0.38467793333333333,23,28.668926,3.21,0.0,3.5,00:00:00,79.4
2023-07-21 00:33:12.117336,19.78,7.59,118765814.0,105.0,201409301201,29041897,0.40135545,24,28.928583,3.21,0.0,3.4,00:00:00,85.22
2023-07-21 00:33:13.124469,19.77,8.1,117375454.0,105.0,201438343098,28726402,0.41803513333333336,25,29.041897,3.21,0.0,3.4,00:00:00,85.23
2023-07-21 00:33:14.131714,19.67,7.34,117847214.0,101.0,201467069500,28684198,0.43471455,26,28.726402,3.21,0.0,3.3,00:00:00,81.33
2023-07-21 00:33:15.138566,19.62,6.96,115146709.0,95.0,201495753698,28662278,0.45139538333333334,27,28.684198,3.21,0.0,3.2,00:00:00,75.38
2023-07-21 00:33:16.145787,19.7,7.46,119426516.0,94.0,201524415976,29066336,0.46807571666666664,28,28.662278,3.04,0.0,3.2,00:00:00,74.3
2023-07-21 00:33:17.152967,19.95,8.31,128005954.0,93.0,201553482312,28922400,0.4847532,29,29.066336,3.04,0.0,3.2,00:00:00,73.05
2023-07-21 00:33:18.160223,19.65,7.22,126964207.0,96.0,201582404712,28749174,0.5014333333333333,30,28.9224,3.04,0.0,3.1,00:00:00,76.35
2023-07-21 00:33:19.167540,19.61,7.19,115516344.0,90.0,201611153886,28750026,0.5181132833333334,31,28.749174,3.04,0.0,3.1,00:00:01,70.39
2023-07-21 00:33:20.174421,19.59,7.07,118413478.0,88.0,201639903912,28534813,0.53479305,32,28.750026,2.87,0.0,3.0,00:00:01,68.41
2023-07-21 00:33:21.181627,19.47,7.1,116012658.0,93.0,201668438725,28516417,0.5514729,33,28.534813,2.87,0.0,3.0,00:00:01,73.53
2023-07-21 00:33:22.188674,19.56,6.86,117741626.0,96.0,201696955142,28353860,0.56815215,34,28.516417,2.87,0.0,3.0,00:00:01,76.44
2023-07-21 00:33:23.195981,19.46,7.16,115457359.0,95.0,201725309002,28819222,0.58483275,35,28.35386,2.87,0.0,3.0,00:00:01,75.53999999999999
2023-07-21 00:33:24.203266,19.68,7.26,118706609.0,94.0,201754128224,28646082,0.6015126666666667,36,28.819222,2.87,0.0,2.9,00:00:01,74.32
2023-07-21 00:33:25.210463,19.63,7.03,115181167.0,94.0,201782774306,28670285,0.6181931166666667,37,28.646082,2.87,0.0,2.9,00:00:01,74.37
2023-07-21 00:33:26.217734,19.56,7.12,118487622.0,89.0,201811444591,28636181,0.6348734500000001,38,28.670285,2.72,0.0,2.8,00:00:01,69.44
2023-07-21 00:33:27.225045,19.67,7.18,115923975.0,92.0,201840080772,28702329,0.6515537333333333,39,28.636181,2.72,0.0,2.8,00:00:01,72.33
2023-07-21 00:33:28.232130,19.8,7.77,128760927.0,89.0,201868783101,29007903,0.6682330833333334,40,28.702329,2.72,0.0,2.8,00:00:01,69.2
2023-07-21 00:33:29.239354,19.62,7.65,116749225.0,97.0,201897791004,28748724,0.6849132333333333,41,29.007903,2.72,0.0,2.8,00:00:01,77.38
2023-07-21 00:33:30.246407,19.73,7.18,117850879.0,102.0,201926539728,28727148,0.7015922166666667,42,28.748724,2.58,0.0,2.7,00:00:01,82.27
2023-07-21 00:33:31.253747,19.54,7.62,119637575.0,103.0,201955266876,28616700,0.7182712,43,28.727148,2.58,0.0,2.7,00:00:01,83.46000000000001
2023-07-21 00:33:32.260960,19.53,7.54,118181946.0,103.0,201983883576,28516876,0.7349513333333333,44,28.6167,2.58,0.0,2.7,00:00:01,83.47
2023-07-21 00:33:33.268118,19.45,6.74,114668890.0,100.0,202012400452,28457708,0.7516328,45,28.516876,2.58,0.0,2.7,00:00:01,80.55
2023-07-21 00:33:34.275295,19.62,7.18,118239099.0,96.0,202040858160,28583672,0.76831065,46,28.457708,2.58,0.0,2.7,00:00:01,76.38
2023-07-21 00:33:35.282405,19.54,7.75,115611307.0,93.0,202069441832,28756784,0.7849904333333334,47,28.583672,2.58,0.0,2.6,00:00:01,73.46000000000001
2023-07-21 00:33:36.289320,19.6,7.41,118880398.0,96.0,202098198616,28613642,0.8016682166666667,48,28.756784,2.46,0.0,2.6,00:00:01,76.4
2023-07-21 00:33:37.296234,19.47,7.05,114683990.0,92.0,202126812258,28591182,0.8183483500000001,49,28.613642,2.46,0.0,2.6,00:00:01,72.53
2023-07-21 00:33:38.303689,19.74,7.92,128299071.0,88.0,202155403440,28736364,0.8350268333333334,50,28.591182,2.46,0.0,2.6,00:00:01,68.26
2023-07-21 00:33:39.310770,19.64,7.27,115776023.0,91.0,202184139804,28783620,0.8517069,51,28.736364,2.34,0.0,2.6,00:00:01,71.36
2023-07-21 00:33:40.317917,19.63,7.2,118499798.0,97.0,202212923424,28543806,0.8683864499999999,52,28.78362,2.34,0.0,2.6,00:00:01,77.37
2023-07-21 00:33:41.325174,19.41,7.4,117360454.0,98.0,202241467230,28571607,0.8850643333333333,53,28.543806,2.34,0.0,2.5,00:00:01,78.59
2023-07-21 00:33:42.332300,19.66,7.68,117578570.0,95.0,202270038837,28697067,0.9017453333333333,54,28.571607,2.34,0.0,2.5,00:00:01,75.34
2023-07-21 00:33:43.339627,19.55,7.39,115380277.0,97.0,202298735904,28511451,0.9184210666666667,55,28.697067,2.34,0.0,2.5,00:00:01,77.45
2023-07-21 00:33:44.346857,19.55,7.41,118589074.0,95.0,202327247355,28591465,0.93509555,56,28.511451,2.34,0.0,2.5,00:00:01,75.45
2023-07-21 00:33:45.353958,19.66,8.01,116040297.0,89.0,202355838820,28910327,0.9517668833333333,57,28.591465,2.23,0.0,2.5,00:00:01,69.34
2023-07-21 00:33:46.361117,19.64,7.83,119822499.0,90.0,202384749147,28509947,0.9684407,58,28.910327,2.23,0.0,2.5,00:00:01,70.36
2023-07-21 00:33:47.368221,19.72,8.08,117049083.0,96.0,202413259094,28930420,0.98511355,59,28.509947,2.23,0.0,2.5,00:00:01,76.28
2023-07-21 00:33:48.375487,19.86,8.69,128703105.0,100.0,202442189514,29089612,1.00178985,60,28.93042,2.23,0.0,2.5,00:00:01,80.14
2023-07-21 00:33:49.382381,19.55,7.67,116537044.0,103.0,202471279126,28561856,1.0184659666666667,61,29.089612,2.13,0.0,2.5,00:00:01,83.45
2023-07-21 00:33:50.389495,19.55,7.35,117987071.0,103.0,202499840982,28510857,1.0351466833333334,62,28.561856,2.13,0.0,2.4,00:00:01,83.45
2023-07-21 00:33:51.396658,19.57,7.56,116233793.0,103.0,202528351839,28630953,1.0518236333333333,63,28.510857,2.13,0.0,2.4,00:00:01,83.43
2023-07-21 00:33:52.403643,19.56,7.36,117845454.0,103.0,202556982792,28485848,1.0684976333333334,64,28.630953,2.13,0.0,2.4,00:00:01,83.44
2023-07-21 00:33:53.410815,19.51,7.39,115096200.0,97.0,202585468640,28674779,1.0851709166666665,65,28.485848,2.13,0.0,2.4,00:00:01,77.49
2023-07-21 00:33:54.418080,19.64,7.84,118727828.0,96.0,202614143419,28608125,1.1018460833333334,66,28.674779,2.13,0.0,2.4,00:00:01,76.36
2023-07-21 00:33:55.425433,19.44,7.12,115103917.0,94.0,202642751544,28453885,1.1185198,67,28.608125,2.04,0.0,2.4,00:00:01,74.56
2023-07-21 00:33:56.432632,19.58,7.45,119758156.0,91.0,202671205429,28663191,1.1351932666666669,68,28.453885,2.04,0.0,2.4,00:00:01,71.42
2023-07-21 00:33:57.439751,19.53,7.15,114990845.0,89.0,202699868620,28599847,1.1518679,69,28.663191,2.04,0.0,2.4,00:00:01,69.47
2023-07-21 00:33:58.446626,20.29,8.75,291954222.0,90.0,202728468467,29490608,1.1685473666666666,70,28.599847,2.04,0.0,2.4,00:00:01,69.71000000000001
2023-07-21 00:33:59.453758,19.76,8.69,116259379.0,103.0,202757959075,29188660,1.1852292333333334,71,29.490608,1.96,0.0,2.3,00:00:01,83.24
2023-07-21 00:34:00.460923,20.6,9.66,257921695.0,107.0,202787147735,31816221,1.2019094166666666,72,29.18866,1.96,0.0,2.3,00:00:01,86.4
2023-07-21 00:34:01.466906,26.35,21.38,670172731.0,98.0,202818963956,37586153,1.21858415,73,31.816221,1.96,0.0,2.4,00:00:01,71.65
2023-07-21 00:34:02.473692,24.69,18.95,305287123.0,109.0,202856550109,36538751,1.2352642,74,37.586153,1.96,0.0,2.4,00:00:01,84.31
2023-07-21 00:34:03.480666,26.63,21.72,860349510.0,140.0,202893088860,39021222,1.2519421,75,36.538751,1.96,1.0,2.4,00:00:01,113.37
2023-07-21 00:34:04.486880,27.95,21.89,1599401751.0,131.0,202932110082,44036142,1.2686186166666666,76,39.021222,1.96,1.0,2.3,00:00:01,103.05
2023-07-21 00:34:05.488732,57.23,32.26,4362853180.0,139.0,202976146224,83237836,1.2852904166666665,77,44.036142,2.12,13.0,2.4,00:00:01,81.77000000000001
2023-07-21 00:34:06.494901,57.69,32.26,5333148351.0,144.0,203059384060,87318274,1.3019596500000001,78,83.237836,2.12,13.0,2.5,00:00:02,86.31
2023-07-21 00:34:07.496707,57.6,32.25,4068549395.0,163.0,203146702334,84207610,1.3186257833333335,79,87.318274,2.12,20.0,2.6,00:00:02,105.4
2023-07-21 00:34:08.499196,62.87,32.23,15254472202.0,191.0,203230909944,95839494,1.3353013666666667,80,84.20761,2.12,20.0,2.7,00:00:02,128.13
2023-07-21 00:34:09.502288,75.46,33.36,27512195264.0,199.0,203326749438,110561442,1.3519852833333335,81,95.839494,2.67,19.0,2.8,00:00:02,123.54
2023-07-21 00:34:10.503246,78.69,34.26,30253529843.0,203.0,203437310880,117218292,1.3686626166666669,82,110.561442,2.67,19.0,2.8,00:00:02,124.31
2023-07-21 00:34:11.504267,89.98,34.74,42819386179.0,218.0,203554529172,134920620,1.3853382666666667,83,117.218292,2.67,45.0,3.0,00:00:02,128.01999999999998
2023-07-21 00:34:12.505527,102.58,35.3,62957335598.0,219.0,203689449792,152104065,1.4020170166666666,84,134.92062,2.67,45.0,3.1,00:00:02,116.42
2023-07-21 00:34:13.506655,108.64,35.26,71890437336.0,236.0,203841553857,158736423,1.4186988666666667,85,152.104065,2.67,53.0,3.2,00:00:02,127.36
2023-07-21 00:34:14.507470,108.29,35.72,70164186349.0,253.0,204000290280,160279488,1.4353793000000001,86,158.736423,2.67,53.0,3.3,00:00:02,144.70999999999998
2023-07-21 00:34:15.509037,107.95,35.12,70125911244.0,257.0,204160569768,156873230,1.4520641,87,160.279488,3.74,50.0,3.4,00:00:03,149.05
2023-07-21 00:34:16.510153,102.41,34.53,56518668015.0,262.0,204317442998,152649436,1.4687519,88,156.87323,3.74,50.0,3.4,00:00:03,159.59
2023-07-21 00:34:17.511279,107.74,34.01,65880890575.0,254.0,204470092434,159694885,1.4854215833333333,89,152.649436,3.74,35.0,3.4,00:00:03,146.26
2023-07-21 00:34:18.512784,111.25,34.89,71937874286.0,248.0,204629787319,164505593,1.5020926666666665,90,159.694885,3.74,35.0,3.4,00:00:03,136.75
2023-07-21 00:34:19.514401,115.73,34.57,82125192620.0,250.0,204794292912,168423450,1.5187596166666668,91,164.505593,4.4,44.0,3.4,00:00:03,134.26999999999998
2023-07-21 00:34:20.515584,109.0,34.9,72981817444.0,257.0,204962716362,160355982,1.5354405,92,168.42345,4.4,44.0,3.5,00:00:03,148.0
2023-07-21 00:34:21.517063,109.82,35.72,70765446660.0,260.0,205123072344,161262000,1.5521228,93,160.355982,4.4,51.0,3.5,00:00:03,150.18
2023-07-21 00:34:22.518571,107.57,36.09,69367133041.0,252.0,205284334344,157441140,1.5688075,94,161.262,4.4,51.0,3.6,00:00:03,144.43
2023-07-21 00:34:23.520137,93.96,34.91,52092012683.0,255.0,205441775484,133976428,1.58549305,95,157.44114,4.4,35.0,3.6,00:00:03,161.04000000000002
2023-07-21 00:34:24.521925,78.74,33.48,36747319555.0,260.0,205575751912,115385256,1.6021669,96,133.976428,4.4,35.0,3.6,00:00:03,181.26
2023-07-21 00:34:25.523638,79.3,34.16,33708572864.0,240.0,205691137168,118718936,1.6188411166666665,97,115.385256,4.69,21.0,3.6,00:00:03,160.7
2023-07-21 00:34:26.525353,98.91,33.81,58495866663.0,227.0,205809856104,146680296,1.6355095166666667,98,118.718936,4.69,21.0,3.7,00:00:03,128.09
2023-07-21 00:34:27.526676,99.32,34.98,56032385913.0,231.0,205956536400,146264682,1.6521953166666667,99,146.680296,4.69,41.0,3.7,00:00:03,131.68
2023-07-21 00:34:28.527801,97.02,35.4,55489821083.0,239.0,206102801082,143015988,1.6688606666666668,100,146.264682,4.69,41.0,3.7,00:00:03,141.98000000000002
2023-07-21 00:34:29.528733,114.51,36.65,75672331609.0,237.0,206245817070,171372810,1.6855347333333335,101,143.015988,5.92,60.0,3.8,00:00:03,122.49
2023-07-21 00:34:30.529796,128.76,36.5,100276917612.0,232.0,206417189880,188376384,1.7022146666666667,102,171.37281,5.92,60.0,3.9,00:00:04,103.24000000000001
2023-07-21 00:34:31.530617,120.49,35.03,88174081420.0,253.0,206605566264,177271680,1.71889315,103,188.376384,5.92,66.0,3.9,00:00:04,132.51
2023-07-21 00:34:32.531375,122.93,35.35,93453342037.0,275.0,206782837944,181137470,1.7355714166666667,104,177.27168,5.92,66.0,4.0,00:00:04,152.07
2023-07-21 00:34:33.532447,120.16,34.97,86366995002.0,269.0,206963975414,178356406,1.7522520333333333,105,181.13747,5.92,62.0,4.0,00:00:04,148.84
2023-07-21 00:34:34.533878,122.7,37.08,91088574072.0,274.0,207142331820,180406662,1.7689291999999999,106,178.356406,5.92,62.0,4.1,00:00:04,151.3
2023-07-21 00:34:35.534622,122.35,37.41,87461044209.0,274.0,207322738482,177758358,1.7856122833333332,107,180.406662,7.2,66.0,4.1,00:00:04,151.65
2023-07-21 00:34:36.535500,109.62,37.58,66880898169.0,278.0,207500496840,160844946,1.8022909,108,177.758358,7.2,66.0,4.1,00:00:04,168.38
2023-07-21 00:34:37.536825,103.95,37.72,61640956481.0,273.0,207661341786,151950470,1.8189770166666668,109,160.844946,7.2,45.0,4.1,00:00:04,169.05
2023-07-21 00:34:38.538508,98.63,35.65,56557893997.0,260.0,207813292256,144159509,1.83564575,110,151.95047,7.2,45.0,4.1,00:00:04,161.37
2023-07-21 00:34:39.540031,114.55,36.25,81487427707.0,251.0,207957451765,172481993,1.85231575,111,144.159509,7.91,41.0,4.2,00:00:04,136.45
2023-07-21 00:34:40.541260,130.06,35.47,101227584063.0,244.0,208129933758,189396162,1.8689816833333335,112,172.481993,7.91,41.0,4.2,00:00:04,113.94
2023-07-21 00:34:41.541942,111.15,35.87,79070112243.0,268.0,208319329920,163883520,1.8856614,113,189.396162,7.91,51.0,4.1,00:00:04,156.85
2023-07-21 00:34:42.543237,107.1,35.68,65925315215.0,278.0,208483213440,156551032,1.9023441666666665,114,163.88352,7.91,51.0,4.2,00:00:04,170.9
2023-07-21 00:34:43.544967,108.5,34.94,67081016735.0,253.0,208639764472,157903052,1.9190292500000001,115,156.551032,7.91,36.0,4.2,00:00:04,144.5
2023-07-21 00:34:44.546076,89.66,34.17,47835985929.0,259.0,208797667524,128093640,1.9356997500000002,116,157.903052,7.91,36.0,4.2,00:00:04,169.34
2023-07-21 00:34:45.547782,64.9,33.64,17554452875.0,257.0,208925761164,94747449,1.9523740333333335,117,128.09364,7.84,18.0,4.2,00:00:04,192.1
2023-07-21 00:34:46.550724,72.07,34.07,28437009154.0,238.0,209020508613,106904583,1.9690483666666667,118,94.747449,7.84,18.0,4.2,00:00:05,165.93
2023-07-21 00:34:47.552570,62.85,33.47,17207191646.0,215.0,209127413196,89732428,1.9857216166666667,119,106.904583,7.84,13.0,4.2,00:00:05,152.15
2023-07-21 00:34:48.554602,56.91,31.54,13291823214.0,207.0,209217145624,84400734,2.0023972166666666,120,89.732428,7.84,13.0,4.2,00:00:05,150.09
2023-07-21 00:34:49.556450,68.48,32.61,29154430732.0,202.0,209301546358,104021792,2.0190721000000003,121,84.400734,7.77,14.0,4.2,00:00:05,133.51999999999998
2023-07-21 00:34:50.557972,87.41,34.91,44786828176.0,185.0,209405568150,128727522,2.0357405,122,104.021792,7.77,14.0,4.2,00:00:05,97.59
2023-07-21 00:34:51.559535,87.95,35.33,45013606697.0,226.0,209534295672,128055797,2.0524085,123,128.727522,7.77,27.0,4.1,00:00:05,138.05
2023-07-21 00:34:52.561075,97.67,36.88,55110073728.0,235.0,209662351469,146862277,2.0690973333333336,124,128.055797,7.77,27.0,4.1,00:00:05,137.32999999999998
2023-07-21 00:34:53.562770,101.25,35.81,60327030448.0,238.0,209809213746,148863318,2.0857580666666666,125,146.862277,7.77,34.0,4.1,00:00:05,136.75
2023-07-21 00:34:54.564345,103.83,36.2,61324170346.0,255.0,209958077064,151819648,2.1024413,126,148.863318,7.77,34.0,4.1,00:00:05,151.17000000000002
2023-07-21 00:34:55.566028,107.04,35.3,68074445986.0,263.0,210109896712,157739456,2.1191234666666667,127,151.819648,7.87,36.0,4.1,00:00:05,155.95999999999998
2023-07-21 00:34:56.567490,113.11,35.55,75740974946.0,260.0,210267636168,168598920,2.1358048000000003,128,157.739456,7.87,36.0,4.2,00:00:05,146.89
2023-07-21 00:34:57.568882,127.18,35.23,94515416268.0,254.0,210436235088,185859638,2.1524846833333333,129,168.59892,7.87,46.0,4.2,00:00:05,126.82
2023-07-21 00:34:58.570237,110.51,34.83,70941353184.0,254.0,210622094726,160608250,2.169166783333333,130,185.859638,7.87,46.0,4.2,00:00:05,143.49
2023-07-21 00:34:59.571524,83.22,34.13,37733074676.0,268.0,210782702976,119696524,2.1858535,131,160.60825,7.64,29.0,4.2,00:00:05,184.78
2023-07-21 00:35:00.574724,78.04,34.13,31835617024.0,253.0,210902399500,115270351,2.20252755,132,119.696524,7.64,29.0,4.2,00:00:05,174.95999999999998
2023-07-21 00:35:01.576427,85.4,33.68,43773139862.0,222.0,211017669851,126401143,2.219200733333333,133,115.270351,7.64,19.0,4.2,00:00:05,136.6
2023-07-21 00:35:02.577973,102.45,35.52,61537890507.0,221.0,211144070994,151630519,2.235870933333333,134,126.401143,7.64,19.0,4.2,00:00:05,118.55
2023-07-21 00:35:03.579514,107.15,36.14,65687500588.0,229.0,211295701513,157764394,2.252540033333333,135,151.630519,7.64,37.0,4.2,00:00:05,121.85
2023-07-21 00:35:04.580785,105.06,36.33,62064529431.0,250.0,211453465907,154850556,2.2692072333333333,136,157.764394,7.64,37.0,4.2,00:00:05,144.94
2023-07-21 00:35:05.582335,104.59,35.65,63344040932.0,258.0,211608316463,152712409,2.28588875,137,154.850556,7.83,35.0,4.2,00:00:05,153.41
2023-07-21 00:35:06.583311,98.73,35.23,54629899744.0,248.0,211761028872,145450311,2.3025727833333334,138,152.712409,7.83,35.0,4.2,00:00:05,149.26999999999998
2023-07-21 00:35:07.584374,118.14,35.7,84283021856.0,237.0,211906479183,176456217,2.3192543,139,145.450311,7.83,40.0,4.2,00:00:05,118.86
2023-07-21 00:35:08.585782,123.68,35.98,89594040434.0,238.0,212082935400,180910692,2.3359357333333337,140,176.456217,7.83,40.0,4.2,00:00:05,114.32
2023-07-21 00:35:09.587063,121.38,35.9,85719497627.0,256.0,212263846092,178429036,2.352618166666667,141,180.910692,8.48,49.0,4.2,00:00:06,134.62
2023-07-21 00:35:10.588599,102.76,34.37,61961398041.0,273.0,212442275128,148928672,2.3693016,142,178.429036,8.48,49.0,4.2,00:00:06,170.24
2023-07-21 00:35:11.590290,111.46,36.15,72926816500.0,275.0,212591203800,166354584,2.385989416666667,143,148.928672,8.48,37.0,4.2,00:00:06,163.54000000000002
2023-07-21 00:35:12.591322,114.48,35.77,78485731036.0,253.0,212757558384,167397520,2.4026537833333332,144,166.354584,8.48,37.0,4.2,00:00:06,138.51999999999998
2023-07-21 00:35:13.592864,98.93,36.06,54614679807.0,266.0,212924955904,144899642,2.4193370333333335,145,167.39752,8.48,37.0,4.2,00:00:06,167.07
2023-07-21 00:35:14.594380,116.63,37.57,83096800588.0,265.0,213069855546,172601326,2.4360201666666668,146,144.899642,8.48,37.0,4.2,00:00:06,148.37
2023-07-21 00:35:15.595685,112.06,37.07,73803837959.0,260.0,213242456872,163486667,2.4527024,147,172.601326,9.0,47.0,4.2,00:00:06,147.94
2023-07-21 00:35:16.597230,102.35,36.5,59149707067.0,256.0,213405943539,151067832,2.4693896333333334,148,163.486667,9.0,47.0,4.3,00:00:06,153.65
2023-07-21 00:35:17.598623,113.29,37.12,74398223258.0,247.0,213557011371,166626813,2.4860615166666666,149,151.067832,9.0,40.0,4.3,00:00:06,133.70999999999998
2023-07-21 00:35:18.600013,103.88,35.62,64969125962.0,246.0,213723638184,151658715,2.502731316666667,150,166.626813,9.0,40.0,4.3,00:00:06,142.12
2023-07-21 00:35:19.601419,102.21,36.23,61762022469.0,264.0,213875296899,150664197,2.5193968333333334,151,151.658715,9.16,37.0,4.3,00:00:06,161.79000000000002
2023-07-21 00:35:20.603072,108.76,36.91,67137738569.0,250.0,214025961096,160811874,2.536080566666667,152,150.664197,9.16,37.0,4.3,00:00:06,141.24
2023-07-21 00:35:21.604448,115.94,36.19,79901483816.0,255.0,214186772970,170228982,2.5527641500000002,153,160.811874,9.16,42.0,4.3,00:00:06,139.06
2023-07-21 00:35:22.605814,113.78,37.1,73108649102.0,268.0,214357001952,167497896,2.5694478,154,170.228982,9.16,42.0,4.3,00:00:06,154.22
2023-07-21 00:35:23.607326,118.36,35.46,78973850551.0,269.0,214524499848,174214338,2.5861314333333336,155,167.497896,9.16,44.0,4.3,00:00:06,150.64
2023-07-21 00:35:24.608865,107.38,35.29,67158299485.0,262.0,214698714186,156963562,2.6028135833333335,156,174.214338,9.16,44.0,4.3,00:00:06,154.62
2023-07-21 00:35:25.610337,96.69,35.26,50803424445.0,253.0,214855677748,140616644,2.6194970166666667,157,156.963562,9.23,33.0,4.3,00:00:06,156.31
2023-07-21 00:35:26.611551,86.79,34.63,43337303970.0,240.0,214996294392,127645028,2.6361857666666664,158,140.616644,9.23,33.0,4.3,00:00:06,153.20999999999998
2023-07-21 00:35:27.613319,92.27,35.08,47311096684.0,233.0,215123939420,136942660,2.6528570333333334,159,127.645028,9.23,25.0,4.3,00:00:06,140.73000000000002
2023-07-21 00:35:28.615012,94.54,34.38,52321575389.0,238.0,215260882080,137398536,2.6695274666666666,160,136.94266,9.23,25.0,4.3,00:00:07,143.45999999999998
2023-07-21 00:35:29.616740,93.67,36.1,47824563894.0,240.0,215398280616,139178568,2.6861957333333333,161,137.398536,9.21,39.0,4.3,00:00:07,146.32999999999998
2023-07-21 00:35:30.618213,110.43,36.56,73251555431.0,241.0,215537459184,163904150,2.702868866666667,162,139.178568,9.21,39.0,4.3,00:00:07,130.57
2023-07-21 00:35:31.619570,127.33,37.82,101120653747.0,246.0,215701363334,187299706,2.719548666666667,163,163.90415,9.21,57.0,4.4,00:00:07,118.67
2023-07-21 00:35:32.620584,132.82,38.64,106161577947.0,272.0,215888663040,196521720,2.7362316833333336,164,187.299706,9.21,57.0,4.4,00:00:07,139.18
2023-07-21 00:35:33.621164,143.44,39.25,121390456166.0,291.0,216085184760,211244855,2.7529322166666663,165,196.52172,9.21,78.0,4.4,00:00:07,147.56
2023-07-21 00:35:34.622209,142.33,38.7,119122514651.0,291.0,216296429615,208715569,2.7696078666666666,166,211.244855,9.21,78.0,4.4,00:00:07,148.67
2023-07-21 00:35:35.623103,132.28,38.11,102791343277.0,291.0,216505145184,193813680,2.7862874166666667,167,208.715569,10.16,69.0,4.4,00:00:07,158.72
2023-07-21 00:35:36.624444,119.67,37.6,81857761972.0,283.0,216698958864,175718880,2.80296945,168,193.81368,10.16,69.0,4.4,00:00:07,163.32999999999998
2023-07-21 00:35:37.625583,104.9,35.99,63091732104.0,271.0,216874677744,152701332,2.819651383333333,169,175.71888,10.16,43.0,4.4,00:00:07,166.1
2023-07-21 00:35:38.626198,101.88,36.41,60820821355.0,263.0,217027379076,150416808,2.8363250333333334,170,152.701332,10.16,43.0,4.4,00:00:07,161.12
2023-07-21 00:35:39.627442,106.15,36.78,66802289833.0,253.0,217177795884,156311077,2.853007633333333,171,150.416808,10.06,38.0,4.4,00:00:07,146.85
2023-07-21 00:35:40.629008,97.4,36.19,54792959733.0,256.0,217334106961,142303783,2.8696931,172,156.311077,10.06,38.0,4.4,00:00:07,158.6
2023-07-21 00:35:41.630749,106.2,37.13,67723880134.0,259.0,217476410744,157268670,2.8863634,173,142.303783,10.06,38.0,4.4,00:00:07,152.8
