minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1102,10.952625277517598,10.71451253475891,5.950861441910594,0.0
1104,14.892219122143823,15.130594380814664,8.964033658374374,0.0
1105,13.845491246162563,14.77811225459694,8.79567654058502,0.0
1106,14.959815738357214,14.618176538795192,9.140572763921503,0.0
1107,15.494996056918822,14.911504861952706,9.093485196435836,0.0
1108,13.911960014548095,13.929738872603888,8.152195065925564,0.0
1109,14.9369935808755,14.765233262760695,8.801485387727181,0.0
1110,15.86414147163841,16.06014818214473,8.925357218867171,0.0
1111,15.666721202561336,15.527692480681555,9.009036777158821,0.0
1112,14.991200468724161,15.106629263669845,8.782592192572732,0.0
1113,13.661721060751324,13.812447299390255,8.798517277686734,0.0
1114,13.535535736166882,14.17020592912824,8.374827058329386,0.0
1115,14.753190933645211,14.08604917476763,8.124805217861505,0.0
1116,17.031381795042993,15.939302301188922,9.542893664561422,0.0
