minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1102,11.257778007782896,11.053532958652495,8.550663109153696,0.0
1104,15.667026197883075,15.976343256940643,13.183057208996683,0.0
1105,15.5046148686176,16.609854067419388,13.769157564039423,0.0
1106,15.922914141313129,15.616501726406478,13.600510983777957,0.0
1107,16.874681594108242,16.298957730270814,13.843948890914277,0.0
1108,14.744571528082592,14.81770871416662,12.078246955660726,0.0
1109,16.19747249442822,16.070101183984573,13.342141287745264,0.0
1110,17.917011228111544,18.205087972184305,14.091593443918995,0.0
1111,17.18038320629256,17.090544327243542,13.810792414904698,0.0
1112,15.956135945551559,16.138127018724898,13.067711555344907,0.0
1113,15.977926349641972,16.213615781875948,14.385004383719954,0.0
1114,14.444047308834772,15.176927384549026,12.493232037345326,0.0
1115,16.243524449569815,15.566025793185032,12.505261213298553,0.0
1116,16.551008479898766,15.546696701230509,12.964034178099482,0.0
