minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1090,3.8675597451155026,11.811628220059939,4.833938971191031,6.570015465777299
1091,3.7290384411615993,12.222438518808676,5.3956571185336974,4.810587475857882
1092,3.9151271282713074,12.560079880886079,5.292106763855069,5.778027501551376
1093,3.60734277411112,11.739871178726725,4.994687108415728,5.701577471929525
1094,3.4499594911546407,13.761820460543532,5.888105579752113,6.750345241676967
