minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
54,8.546884811640815,4.049281882841188,6.722423835258921,
56,11.541282294992184,7.875018624230776,6.814342508810347,
57,11.631241328049805,7.208929707351994,8.091143070094942,
58,10.984221152797673,7.5718708780387,7.752976799645805,
59,,,,
