minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
54,3.572336723371564,2.074933668889819,2.4475844315099264,
56,5.10120513332669,4.267288290355514,2.6236743978049355,
57,5.096330425779313,3.87243353610102,3.088222953282864,
58,4.64908958175974,3.9290134534831624,2.858474913607604,
59,,,,
