minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
54,,,,
55,,,,
56,,5.697808417093137,7.272578750135673,6.1688183082025345
57,,5.930341318642718,7.900199248843142,3.766531713792972
58,,4.945165966424248,7.719879742226294,4.482278770810916
59,,150.76620482277377,243.10047289316304,246.4543872372931
