minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
54,,,,
55,,,,
56,,6.896698329770476,16.042410291386542,59.55647356398839
57,,7.1781590522690815,17.426863577280766,36.363746706911456
58,,5.9856905259856905,17.029101021786417,43.27388225477012
59,,182.48929357957047,536.2496113375821,2379.37858839348
