timestamp,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,hw_cpu12_hz,hw_cpu13_hz,hw_cpu14_hz,hw_cpu15_hz,hw_cpu16_hz,hw_cpu17_hz,hw_cpu18_hz,hw_cpu19_hz,hw_cpu20_hz,hw_cpu21_hz,hw_cpu22_hz,hw_cpu23_hz,hw_cpu24_hz,hw_cpu25_hz,hw_cpu26_hz,hw_cpu27_hz,hw_cpu28_hz,hw_cpu29_hz,hw_cpu30_hz,hw_cpu31_hz,hw_cpu32_hz,hw_cpu33_hz,hw_cpu34_hz,hw_cpu35_hz,hw_cpu36_hz,hw_cpu37_hz,hw_cpu38_hz,hw_cpu39_hz,hw_cpu40_hz,hw_cpu41_hz,hw_cpu42_hz,hw_cpu43_hz,hw_cpu44_hz,hw_cpu45_hz,hw_cpu46_hz,hw_cpu47_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,kern_cpu12_hz,kern_cpu13_hz,kern_cpu14_hz,kern_cpu15_hz,kern_cpu16_hz,kern_cpu17_hz,kern_cpu18_hz,kern_cpu19_hz,kern_cpu20_hz,kern_cpu21_hz,kern_cpu22_hz,kern_cpu23_hz,kern_cpu24_hz,kern_cpu25_hz,kern_cpu26_hz,kern_cpu27_hz,kern_cpu28_hz,kern_cpu29_hz,kern_cpu30_hz,kern_cpu31_hz,kern_cpu32_hz,kern_cpu33_hz,kern_cpu34_hz,kern_cpu35_hz,kern_cpu36_hz,kern_cpu37_hz,kern_cpu38_hz,kern_cpu39_hz,kern_cpu40_hz,kern_cpu41_hz,kern_cpu42_hz,kern_cpu43_hz,kern_cpu44_hz,kern_cpu45_hz,kern_cpu46_hz,kern_cpu47_hz
2023-04-11 12:41:52.099075494,3.78,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526736.5625,999947,2100651,514559.0951713299,1000107,1000058,1000233,1000054,1000213,1000146,1000079,1000687,1000079,1000143,1000186,1000171,2100651,1000331,1000266,999947,1000182,1200122,1000129,1000297,1000094,1000105,1000475,1000191,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:41:54.095050093,3.48,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569336.5416666667,1000008,3642642,585770.8713447591,1000068,1000133,1000579,1000171,1000302,1000600,1000308,1000008,1000430,1000198,1000430,3642642,1000322,1100024,1000028,1000240,1000333,1500103,1000969,1000053,1100867,1000344,1000446,1000147,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:41:56.107053452,3.48,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524667.375,1000001,2100639,516063.33824362204,1000123,1000330,1000149,1000319,1000204,1000270,1000001,1000071,1000162,1000104,1000041,1000120,1000343,1000645,1000105,1000168,2100639,1000231,1000280,1000473,1100316,1000307,1000140,1000084,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:41:58.103084136,3.48,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518507.0833333333,999921,2100000,505493.3421885097,1000163,1000160,1000188,1000252,1600089,1000331,999991,1000273,1000142,1101584,1000117,1000079,1000262,1000368,1000294,1000080,1000056,999978,1143093,999921,1061734,1000115,1000226,1000435,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:42:00.099074037,3.28,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503518.3125,1000047,2100000,513155.10654760274,1000191,1000382,1000065,1000228,1000492,1000194,1000349,1000159,1000120,1000287,1000184,1000119,1000065,1000145,1000282,1000549,1000047,1000275,1184464,1000584,1000087,1000536,1000601,1000065,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:42:02.099084206,3.28,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507729.7083333333,1000034,2100000,511327.0421728625,1000470,1000344,1000140,1000373,1000568,1000437,1000034,1000177,1000321,1000145,1000137,1000066,1000082,1000555,1000271,1000103,1385424,1000412,1000658,1000431,1000154,1000373,1000620,1000322,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:42:04.099067973,3.02,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501067.0833333333,1000011,2100000,514950.109886621,1000384,1000408,1000146,1000155,1000192,1000533,1000386,1000272,1000487,1000082,1000229,1000136,1000109,1000233,1000181,1000236,1066409,1000480,1000292,1000011,1000598,1000179,1000345,1000328,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:42:06.099090148,3.02,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499967.6041666667,999967,2100000,515932.48220853874,999967,1000315,1000505,1000225,1000180,1000703,1000194,1000363,1000318,1000091,1000178,1000129,1000090,1000512,1000223,1000088,1013804,1000329,1000327,1000209,1000590,1000338,1000044,1000314,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:42:08.103076522,3.02,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499948.2708333333,999868,2100000,515950.5573540429,1000111,1000318,1000315,1000410,1000420,1000695,1000426,1000338,1000103,999868,1000187,1000174,1000081,1000169,1000197,1000178,1012561,1000461,1000452,1000352,1000354,1000395,1000380,1000163,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
2023-04-11 12:42:10.111068667,2.85,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501445.2916666667,999885,2100000,514640.56945936225,1000146,1000125,1000228,1000227,1000094,1000479,1000279,1000145,1000041,999975,1000198,1000134,1000091,1000169,1000473,1000496,1085512,999885,1000748,1000516,1000261,1000192,1000400,1000151,2100000,2099999,2100000,2100000,1965607,2100000,2087763,2100000,2100000,2099999,2100000,2099999,2099999,2099999,2099999,1844607,1917305,1660715,1896237,1699851,2046906,2100000,1359424,2100000
