minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1264,41.22997158333834,56.188825365629796,23.676370811760396
1265,35.30133189641419,58.256598669273885,25.660255666411853
1266,36.93224793511727,66.67878111263008,22.785800319734452
