seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,igpm,voltage,current,power_factor,discard,load_avg_1minute,cpu_pct,cpu_pct_process
65260,4.757,1.188,3.818,0.802,10.565,14.258,,,,,3.66,,0.0
65261,4.757,0.792,3.717,0.802,10.27264705882353,14.258,,,,,3.66,,0.0
65262,4.757,1.188,3.818,0.803,10.406598173515983,14.258,,,,,3.66,,0.0
65263,4.757,1.188,3.824,0.805,10.472686537702328,14.258,122.39,0.14544,0.801,0.0,3.66,4.0,0.0
65264,4.757,1.188,3.918,0.803,10.54239677617107,13.873606000789577,122.41,0.13626,0.7821,0.0,3.66,4.0,0.0
65265,4.757,1.188,3.818,0.803,10.550421889928158,14.217693033491658,122.4,0.13374,0.7733,0.0,3.6875,,0.0
65266,4.757,0.792,3.717,0.802,10.392706807758158,14.599936032470787,122.39,0.22971,0.5809,0.0,3.715,,0.0
65267,4.757,1.188,3.818,0.802,10.447556755782943,15.317285734681002,122.37,0.24291,0.5994,0.0,3.7425,,0.0
65268,4.757,0.792,3.824,0.805,10.363289230447823,14.545399569432421,122.41,0.19306,0.5181,0.0,3.77,2.0,0.0
65270,4.757,1.188,3.818,0.803,10.425870219355925,12.97869001900265,122.38,0.1819,0.4416,0.0,3.775,,0.0
65271,4.757,1.188,3.818,0.803,10.468757168667135,14.619620596453949,122.31,0.25102,0.5423,0.0,3.7800000000000002,,0.0
65272,4.757,0.792,3.818,0.802,10.37756784038457,13.342770419345591,122.34,0.18268,0.5015,0.0,3.785,,0.0
65273,4.757,0.792,3.717,0.802,10.283788873135828,12.43814130172509,122.36,0.17447,0.4104,0.0,3.79,2.0,0.0
65274,4.757,0.792,3.717,0.703,10.188707346342348,14.431998031339102,122.27,0.2519,0.5966,0.0,3.79,2.0,0.0
65275,4.757,0.792,3.723,0.704,10.124590744930634,12.416254453339937,122.35,0.16754,0.418,0.0,3.7325,,0.0
65276,4.757,0.792,3.818,0.803,10.138258944885454,13.946882507735546,122.36,0.14149,0.7893,0.0,3.675,,0.0
65277,4.757,0.792,3.717,0.702,10.087062162080835,13.32388528878912,122.34,0.22411,0.5081,0.0,3.6175,,0.0
65278,4.757,0.792,3.717,0.802,10.081334185942351,13.712524358035706,122.37,0.19352,0.5208,0.0,3.56,2.0,0.0
65279,4.757,0.792,3.818,0.803,10.107964285531045,14.773014908493726,122.34,0.15263,0.8168,0.0,3.56,2.0,0.0
65280,4.757,0.792,3.723,0.805,10.09866758182115,14.32451497951621,122.33,0.14185,0.7953,0.0,3.51,,0.0
65281,4.757,1.188,4.025,0.805,10.30168069941199,14.066187846580025,122.36,0.1407,0.7871,0.0,3.46,,0.0
65282,4.757,0.792,4.119,0.803,10.352496357601392,13.728311221963294,122.32,0.23319,0.5866,0.0,3.41,,0.0
65284,4.757,0.792,4.119,0.803,10.388057182873395,11.929151365026675,122.36,0.18162,0.4871,0.0,3.36,2.0,0.0
65285,4.757,1.188,4.019,0.803,10.501761811684178,12.392295742742915,122.38,0.1944,0.5136,0.0,3.3325,,0.0
65286,4.757,0.792,4.119,0.803,10.492532030401918,12.686332307832576,122.39,0.21258,0.516,0.0,3.3049999999999997,,0.0
65287,4.757,0.792,4.025,0.704,10.42816637896847,12.272770087110601,122.38,0.16842,0.449,0.0,3.2775,,0.0
65288,4.757,1.188,4.119,0.803,10.559825116884623,13.635008097915255,122.28,0.23649,0.5939,0.0,3.25,2.0,0.0
65289,4.757,0.792,3.918,0.802,10.472573568365474,11.787946644309452,122.33,0.18913,0.5095,0.0,3.25,2.0,0.0
65290,4.757,0.792,3.717,0.802,10.351197589663707,13.3751662892987,122.35,0.14506,0.7976,0.0,3.205,,0.0
65291,4.757,0.792,3.717,0.702,10.23623572159993,13.958518926060618,122.35,0.14744,0.7996,0.0,3.16,,0.0
65292,4.757,0.792,3.723,0.704,10.158163773336804,13.668614694147156,122.38,0.13508,0.7799,0.0,3.1149999999999998,,0.0
65293,4.757,0.792,3.717,0.803,10.131414345907684,13.615098588064733,122.37,0.13687,0.7874,0.0,3.07,2.0,0.0
65294,4.757,0.792,3.818,0.802,10.14269012930839,13.485406815706202,122.36,0.13851,0.7894,0.0,3.07,2.0,0.0
65296,4.757,0.792,3.717,0.702,10.090282806903396,13.014028561475897,122.37,0.16789,0.4369,0.0,3.013333333333333,,0.0
65297,4.757,0.792,3.717,0.802,10.08359793950885,12.281018957610362,122.36,0.20273,0.4636,0.0,2.9566666666666666,,0.0
65298,4.757,0.792,3.717,0.703,10.049218466491086,13.265551451722247,122.33,0.22454,0.5692,0.0,2.9,2.0,0.0
65299,4.757,0.792,3.723,0.704,10.027252885770993,12.46874292355851,122.38,0.19607,0.4497,0.0,2.9,2.0,0.0
65300,4.757,0.792,3.717,0.703,10.009776997332432,14.328655075946399,122.33,0.256,0.6019,0.0,2.8625,,0.0
65301,4.757,0.792,3.717,0.802,10.027243914019625,12.05144717373473,122.39,0.16422,0.4144,0.0,2.825,,0.0
65302,4.757,0.792,3.717,0.702,10.009470728497895,14.459918066413707,122.33,0.23876,0.5936,0.0,2.7875,,0.0
65303,4.757,0.792,3.717,0.802,10.027029517774064,14.926330327745932,122.33,0.15838,0.7942,0.0,2.75,2.0,0.0
65304,4.757,0.792,3.723,0.805,10.042020667118685,15.517625911691798,122.34,0.14086,0.7926,0.0,2.75,2.0,0.0
65305,4.757,0.792,3.723,0.803,10.051914469143702,14.715615981397198,122.32,0.15037,0.8189,0.0,2.703333333333333,,0.0
65306,4.757,0.792,3.717,0.702,10.026740124552266,13.718001297133467,122.31,0.2328,0.5735,0.0,2.6566666666666667,,0.0
65308,4.757,0.792,3.818,0.802,10.069418091753423,14.079958847107164,122.31,0.13544,0.7836,0.0,2.61,2.0,0.0
65309,4.757,0.792,3.717,0.802,10.06899266419553,14.639473619190431,122.29,0.15813,0.8346,0.0,2.61,2.0,0.0
65310,4.757,0.792,3.818,0.802,10.098994866509987,14.505301115967622,122.28,0.13933,0.7928,0.0,2.5774999999999997,,0.0
65311,4.757,0.792,3.723,0.704,10.062096405202691,15.114881397943828,122.23,0.1575,0.8203,0.0,2.545,,0.0
65312,4.757,1.188,3.818,0.803,10.213267487525824,15.741733623646313,122.25,0.24364,0.593,0.0,2.5125,,0.0
