timestamp,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
2023-08-28 17:55:48.008006,21.38,9.53,128908477.0,187.0,283305995544,31147806,0.13434938333333332,8,51.304603,3.69,1.0,5.5,00:00:00,165.62
2023-08-28 17:55:49.014921,21.23,10.83,228035061.0,152.0,283337143350,38865312,0.151027,9,31.147806,3.69,0.0,5.1,00:00:00,130.77
2023-08-28 17:55:50.019275,30.4,21.78,2432061075.0,106.0,283376008662,41096006,0.16770511666666668,10,38.865312,3.69,0.0,4.9,00:00:00,75.6
2023-08-28 17:55:51.026161,24.79,17.18,1793878493.0,125.0,283417104668,33054880,0.18438425,11,41.096006,3.69,2.0,4.6,00:00:00,100.21000000000001
2023-08-28 17:55:52.033242,21.81,11.77,433213161.0,143.0,283450159548,30002728,0.20106486666666665,12,33.05488,3.69,2.0,4.5,00:00:00,121.19
2023-08-28 17:55:53.040499,21.03,10.34,244526840.0,125.0,283480162276,30282672,0.21774388333333333,13,30.002728,3.47,0.0,4.4,00:00:00,103.97
2023-08-28 17:55:54.047757,20.37,8.16,134552288.0,98.0,283510444948,30485486,0.23442458333333333,14,30.282672,3.47,0.0,4.3,00:00:00,77.63
2023-08-28 17:55:55.054789,20.7,9.51,191686103.0,104.0,283540930434,29336100,0.25110471666666667,15,30.485486,3.47,0.0,4.1,00:00:00,83.3
2023-08-28 17:55:56.062171,20.47,8.51,190427709.0,113.0,283570266534,29822982,0.26778491666666665,16,29.3361,3.47,0.0,4.0,00:00:00,92.53
2023-08-28 17:55:57.069308,19.98,7.34,120656316.0,110.0,283600089516,30136625,0.28446533333333335,17,29.822982,3.27,0.0,3.8,00:00:00,90.02
2023-08-28 17:55:58.076072,20.74,9.53,287284232.0,99.0,283630226141,29498611,0.30114288333333333,18,30.136625,3.27,0.0,3.8,00:00:00,78.26
2023-08-28 17:55:59.083291,20.24,8.34,181769507.0,97.0,283659724752,30077571,0.3178236166666667,19,29.498611,3.27,0.0,3.7,00:00:00,76.76
2023-08-28 17:56:00.090303,20.4,8.24,166964917.0,99.0,283689802323,29708262,0.33450298333333334,20,30.077571,3.27,0.0,3.6,00:00:00,78.6
2023-08-28 17:56:01.097625,20.62,8.99,191832092.0,97.0,283719510585,29764356,0.35118350000000004,21,29.708262,3.27,0.0,3.5,00:00:00,76.38
2023-08-28 17:56:02.104840,20.0,7.21,123700370.0,96.0,283749274941,29871085,0.36786415,22,29.764356,3.27,0.0,3.4,00:00:00,76.0
2023-08-28 17:56:03.112136,20.4,8.34,189802108.0,86.0,283779146026,29268083,0.38454451666666667,23,29.871085,3.09,0.0,3.4,00:00:00,65.6
2023-08-28 17:56:04.119310,20.48,8.65,197159585.0,96.0,283808414109,29782123,0.40122501666666666,24,29.268083,3.09,0.0,3.3,00:00:00,75.52
2023-08-28 17:56:05.126446,20.46,8.3,128537465.0,93.0,283838196232,30919023,0.4179067166666667,25,29.782123,3.09,0.0,3.2,00:00:00,72.53999999999999
2023-08-28 17:56:06.133811,20.61,8.76,194771443.0,100.0,283869115255,29114372,0.43458631666666664,26,30.919023,3.09,0.0,3.2,00:00:00,79.39
