minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1385,4.45899228570991,5.037276251901475,4.713710407918198,6.830757614791511
1386,3.7966506280764216,5.0781640713989065,7.030134751678828,6.851436941221091
1387,5.633503037833632,4.351819336687821,3.602113046351965,7.646730665949832
1388,3.470627970094063,4.559634230289086,4.064663483521815,10.13965460619743
1389,6.109353971313109,4.673750568971608,1.7705726704407516,10.153562419116264
1390,4.990664730918141,4.582730159065972,5.4598325058694455,10.963370933482159
1391,4.41967855236873,9.065852761115295,5.614820548105197,5.203331922195876
1392,5.360162027145934,3.905418266186795,7.4413553190667905,7.648522158542807
1393,5.527886085222187,4.546873740084718,5.446512524701845,7.226536413653913
1394,4.469561005851308,4.664952707814488,1.7027009092698293,9.984905554052034
1395,5.397162917042271,5.237507019743954,5.296578296859338,8.16277618041573
1396,3.6520336553771116,4.678131931568293,4.859266447328785,8.430443386511374
1397,5.182210025842841,4.115474875084923,5.439220285526337,6.293036612371279
1398,5.809134242234752,4.811834748150172,6.062872111633971,6.947523189065482
1399,4.40525486254444,5.016608395749251,1.7943577544692662,11.122211925630321
1400,4.453494245341475,4.058237248686241,4.7931532602934075,7.17408873379739
1401,4.025959565233625,4.268693320795965,4.60205317965586,7.833814623262017
1402,3.4692577445238886,4.4814635381581995,7.589005546291164,6.904107033823018
1403,4.711791965562173,5.200015437768597,3.765881917070329,7.750185327978081
1404,4.660967284070369,4.865856003712206,1.7565918873279218,10.68193021301481
1405,3.6914184687858573,5.166932592547197,6.525129589490703,7.261226646280475
1406,7.710476885198916,4.938218133143821,5.130848363150085,5.060303093863826
1407,5.065406493927999,4.272892848246626,4.525318926755912,8.229109271210852
1408,3.632754941442785,4.462845569429801,5.574433708768689,7.575846174883292
1409,4.867512329651505,5.855750742914579,1.90088792884366,11.839249214045527
1410,4.302743710755649,4.345306901738153,4.9176508194254165,8.226403921127018
1411,4.402390224370398,4.368792485227304,3.9611290890847717,9.655426823888464
1412,,2.961363867932409,66.58010728708426,14.372198412059522
