minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1385,22.79074218932222,13.236038765569726,14.721605738130014,66.05973960772354
1386,20.760002860179025,13.437095396558426,24.14729666449691,61.088748023282
1387,28.872974122426797,11.784720811521188,12.542509389014844,70.31433757417184
1388,17.280420157960663,11.594560505438626,11.54764254214959,131.44637939388394
1389,29.018009603864627,12.727783899589468,3.4537283452633436,83.54312785419911
1390,20.796704152664613,13.188695580592613,19.4338044114955,130.80118760925546
1391,20.66639454545474,28.93056942175556,20.126332788954723,99.40492514545618
1392,24.71672318100695,13.108073800124144,25.002076220908858,102.64434690400198
1393,22.69530202668321,14.28614186138965,15.02367882162703,98.53790631922855
1394,18.028614972139405,14.648609870683835,3.3763771714430884,76.84266313658917
1395,16.73406355960279,16.023583346248415,17.223966459939227,71.51401604284666
1396,12.28398177384167,15.346697593588022,19.230694319942387,72.80436673196789
1397,21.344493452979446,15.257733805601388,22.90336143720688,64.92057345971938
1398,20.476067971167115,20.107365919823536,25.29001803947739,65.83418380974766
1399,16.507259922289183,20.857411084250774,4.596158142459193,67.76751542110965
1400,14.862350485256457,16.86504885275347,20.077661782332182,70.40369918123156
1401,14.002457943687563,17.093993703834972,19.38519166970806,66.28182537693314
1402,13.97632988959905,17.328595359264682,32.792035470734355,78.20705898870787
1403,17.113523106066634,22.439352683269504,12.73594329330269,89.05633807322113
1404,17.56016332814235,19.10594462460131,3.7053171524850583,77.62260975836746
1405,11.986377905499287,25.614185859367204,22.125763147692304,93.78134886270075
1406,23.604743006043964,22.734522181241296,18.578973993025727,64.04194803261204
1407,14.730750854787084,16.452559512793368,16.637736610045206,85.356442890429
1408,8.912630814913335,15.421244456654708,19.088897898797427,61.93949946964924
1409,12.079741996740244,22.498465468954063,4.1322276763469965,83.2940372643053
1410,14.72544387484027,15.64600800163065,22.342809963919855,109.72421533637724
