minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1385,5.5980818476863705,4.057415017165581,3.734533097889451,24.27431652623706
1386,5.752683234525715,4.90014292236244,5.478543520339686,22.657871842351035
1387,8.027192305251162,4.456359584064064,2.6561452882046597,25.302057864989507
1388,4.569137503700179,4.370158503860157,2.582342370045517,50.18489287834447
1389,7.925651835303295,4.54282414702444,0.7869984902213643,32.08521501483181
1390,5.106701064454062,4.160498009828941,6.225321925743321,55.351064332321094
1391,4.854500983247436,7.545450426291265,6.266053738504351,42.96402001255837
1392,5.553260592304977,3.085895063174819,7.9145445963454355,45.62148092056492
1393,5.083830215472063,3.3056649747774314,5.1965669591878045,40.301055795803826
1394,4.616775269861118,3.701809353580216,1.104872747536345,29.921181165379192
1395,4.573812566778524,3.4985860353736156,4.964774113123034,27.88655113413433
1396,3.9295280876965646,3.070832980738435,6.111941242242393,27.999929644315483
1397,6.6729152536140885,2.967087575720725,7.942378123504849,24.240021963107317
1398,6.508285779691365,4.23828232694308,9.196611290771104,25.44767436087647
1399,5.4552378393201915,4.866322184001192,1.6101979208115624,24.663946513077924
1400,4.636448454979739,3.5376652335339718,6.614022839216907,26.74549875090154
1401,4.287727344864712,4.030658901296461,6.4016332150867905,25.425181255198858
1402,4.3560837328023885,3.8962753405592294,9.997026710414818,30.993205409362513
1403,6.549693994555899,4.583760424329812,4.214858289556483,34.518148455664175
1404,6.186165579999498,4.601474179386765,1.1809767036053984,28.937063128983443
1405,4.403421242070286,7.716961339911719,5.929253880710683,36.04104460773389
1406,7.856247794822304,6.454615756840413,4.799835671181137,25.189871138146668
1407,5.724463865230402,4.768371775186654,5.0069632106568385,33.2920141968774
1408,3.343033580353096,5.001492715018459,5.8672866237585914,22.95844889207994
1409,4.098541437758033,7.872405396710821,1.2380963340927145,30.620320069701556
1410,4.659877628163142,5.217156402787746,6.04123208787001,41.4499393718247
