minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1385,22.41807967697505,18.255278040946582,22.80654773875967,49.22177842130951
1386,22.131086620268253,17.2938232723101,25.81606084295412,49.56712526238225
1387,24.835916985666163,18.028340504223273,23.33181386480885,54.51265444876691
1388,23.30160882268321,17.581300385678244,27.798112200436023,56.704372918378574
1389,19.77913712405543,11.496854681325063,14.91650381236365,41.81076383899734
1390,29.57989008907639,20.625391358324208,28.220187815418747,61.33213413653444
1391,27.443086079644658,25.39665140961853,30.247328166150208,57.08024141387673
1392,27.557949639371596,20.1814869642748,34.60913052907415,59.84507417262105
1393,28.896595982557127,18.205000048084685,29.061044994548894,53.57165127114845
1394,17.875986037790014,10.947175334463362,13.915818657819756,40.58560579884947
1395,26.69214528333704,19.217222162183205,24.88748869495092,55.06142863492942
1396,22.816453070017015,17.364540989139748,25.272197842436587,55.582515742301666
1397,26.46312516202641,18.529663249249367,26.603182524088574,54.98437403912132
1398,27.163772002463535,18.58798103984798,26.695186433464137,55.640855396103696
1399,17.68085837389957,11.545288589274605,14.195698966896284,42.5356788676318
1400,24.848238004624775,17.059584315701365,26.205522103873385,52.18946532030167
1401,22.757211825106104,16.152269591699838,23.258368211049394,52.444902997435776
1402,23.430418110654,18.99585880908544,27.311747865934407,54.472971490003175
1403,24.021404225225105,19.26076977046846,24.93342642454213,54.34044569831053
1404,17.71211903139,11.021462433411756,14.152947659975668,40.83094548689582
1405,24.849554104677278,20.409722019158213,29.28687552355028,57.468989946609746
1406,28.98451049403373,18.278370285073862,25.821182014316808,49.30845505577117
1407,26.087989964530504,18.43773941899614,24.8547003728824,57.63163724673745
1408,21.39816086409342,15.10085089466182,24.57742130668388,48.3330929114502
1409,18.91027689985627,12.360501972350267,14.744005780758338,43.15609067281972
1410,23.585777493879554,17.20611359733207,23.31865781399186,53.907649992317936
1411,23.9730703269886,18.46157252515793,24.973220035992128,57.955663608266974
1412,,32.957719987685174,104.85974121910321,90.1700904860458
