minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1385,5.060351971217855,3.273184036007729,4.853332662852043,6.105421816707737
1386,6.194934836727362,4.289674754810255,6.237759315320167,6.043156469902234
1387,5.04168614970161,3.8484082199651954,4.1366437629488795,4.962670783830285
1388,5.077090550303916,4.7046232813462945,5.800532173614739,5.246281035914044
1389,3.296666216197729,3.1844719425495724,3.4546174925704625,3.204146041755563
1390,6.375587017435622,4.933017306482894,5.9826314042344135,7.171523806773075
1391,6.879189292398032,4.3587892249956,5.644469592564947,5.2889957638393446
1392,5.505720583532908,5.06400360675973,6.602792184606635,6.600390210423159
1393,4.912722754297455,5.26297913758849,5.021466096467983,3.931037573965089
1394,4.408466854669974,3.892316575689488,3.852640787235667,3.8517580462334906
1395,5.281961609894584,4.0499709056412945,5.268177222289928,6.042851476924446
1396,4.995060209358143,4.537639946219556,5.730072843902244,5.113852994287786
1397,4.01392799009706,4.362246514639613,4.831126734648034,4.410466657326599
1398,3.833868273852317,4.091371707872138,3.6615796086699537,4.2331701383251765
1399,4.473031798911403,3.427835224122941,4.597854449374315,4.501905309226899
1400,4.29367756002788,3.35037377969637,5.3834017253637985,4.353440522127684
1401,4.712674322442114,4.071420761907863,5.143280503261958,4.37931414915231
1402,4.065601764631994,4.192397765937393,4.586304774868095,4.132732910896683
1403,5.378018834014283,4.917724101094939,4.701205717770467,5.562340887834063
1404,3.0910269222094278,4.382676478961599,3.220358829417766,3.9620344841228388
1405,3.3078346425152545,4.470509312171085,4.574421867234163,4.091842031903464
1406,3.800315022286032,4.830712867570463,3.93143277539092,5.062632841500985
1407,4.391338107463593,4.874166115625571,4.5049329223515295,3.4469776901245135
1408,4.461860411999262,5.414795728080393,4.800003604822699,3.982535012766684
1409,3.704669774618862,4.926876383457832,3.3111336107332363,3.3240787865167523
1410,4.25497320058477,6.064865051405423,4.993779446750764,5.02335397210841
