minute,perf_rapl,igpm,x_rest
1385,39.213928571428575,63.676670846837524,24.46274227540896
1386,35.412,60.300736929686245,24.88873692968625
1387,41.975500000000004,67.18047053816765,25.204970538167654
1388,39.857166666666664,64.32849049382894,24.471323827162273
1389,59.57183333333333,91.404727951724,31.832894618390657
1390,35.49916666666666,60.03182294143322,24.532656274766552
1391,34.215333333333334,56.518862001803306,22.303528668469973
1392,36.2025,60.09982566854175,23.897325668541747
1393,36.76649999999999,61.013522540967394,24.24702254096739
1394,62.4385,95.34750236623098,32.90900236623098
1395,41.7615,67.74445492854542,25.98295492854543
1396,41.37830508474577,66.86500008039619,25.48669499565042
1397,40.4865,65.14642813827983,24.65992813827983
1398,33.9585,57.53495409734872,23.57645409734872
1399,61.238166666666665,94.0417894068968,32.80362274023012
1400,43.44133333333333,68.76978033940868,25.32844700607535
1401,44.052,70.07764486515516,26.025644865155165
1402,37.1235,60.87210899798024,23.74860899798024
1403,39.49,63.64014612060959,24.150146120609584
1404,60.883500000000005,93.8384054195511,32.9549054195511
1405,35.77966666666667,59.234118060071864,23.454451393405193
1406,37.92133333333333,61.77920916150341,23.85787582817007
1407,39.17283333333333,63.99074594075237,24.817912607419036
1408,43.09866666666667,69.785272306937,26.686605640270336
1409,59.288333333333334,92.35568008909466,33.06734675576132
1410,42.760588235294115,68.3838897178893,25.623301482595178
