minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1385,2.6562251036766926,3.2010526649421727,2.2277935010940366,3.673710876727452
1386,3.2079248947709047,2.987892201392467,3.2681632027765977,3.77516719906107
1387,2.9173979364009743,3.336580853664969,1.5844934442723344,5.267801451236702
1388,2.86096558421788,6.617878815019502,1.5404671477776983,2.9984717268012107
1389,2.9740027800618103,4.231075380328793,0.46947505241734877,5.2011660680777965
1390,2.723709359469144,7.2991415349163,3.713645418279199,3.3512449005071407
1391,4.939700463489693,5.665662743137525,3.737943520713499,3.185739963879027
1392,2.020210380116119,6.016101953747616,4.721332105965773,3.644297170768284
1393,2.1640848306620892,5.314497811532788,3.099953272932885,3.3362360297990636
1394,2.423424493773861,3.945704366346666,0.6590993470879781,3.029733752696879
1395,2.2903824270419384,3.677397826113158,2.961679871003466,3.0015397116123657
1396,2.010349845437781,3.6923490434531097,3.6460094532918443,2.5787315135706925
1397,1.942431935134473,3.1965302429583926,4.737935881938012,4.37906447488154
1398,2.7746315981153797,3.3557832922471094,5.486134498914111,4.27102727474132
1399,3.1857838286290474,3.2524331479465145,0.9605453665644058,3.57997027030401
1400,2.315965993609799,3.5269273167483304,3.9455205539943314,3.042644173822647
1401,2.638708959445017,3.3528171277499825,3.818821924758917,2.813797835017595
1402,2.5507334908174437,4.087072139127265,5.963613268901573,2.858656344180735
1403,3.0008021010505614,4.551906167304225,2.514326064163916,4.29820119135645
1404,3.0123985782814087,3.8159287798902013,0.704498301734812,4.05963763925203
1405,5.051981704719836,4.752730391572039,3.537029373028968,2.8897213281174263
1406,4.225575233337528,3.321786796722387,2.8632877080724706,5.1556200426103
1407,3.121659667381592,4.390215916111199,2.986847300194534,3.7566483908808315
1408,3.2742744947912175,3.0275292789190456,3.500063506426658,2.193847671320496
1409,5.153744626220423,4.037899771742609,0.7385723715714003,2.6896456086708875
1410,3.4154607670805266,5.466001019821058,3.6038287066095687,3.058019441762356
