minute,0
1385,-55.579416649180686
1386,-60.840958103100995
1387,-50.32845004212945
1388,-73.32185916928692
1389,-39.19138909056273
1390,-79.53155102427733
1391,-93.33680831794902
1392,-90.11394690510222
1393,-86.23717912902997
1394,-32.17354777379866
1395,-56.275466436291495
1396,-49.07746148018838
1397,-63.08932736739375
1398,-72.74284304897783
1399,-24.291191196361947
1400,-62.86644822602421
1401,-51.72983586464697
1402,-75.05378718872792
1403,-70.83481328423804
1404,-30.020417005119263
1405,-79.641817279776
1406,-75.60778260425785
1407,-60.21224859541818
1408,-46.99005557620839
1409,-21.9930373353984
1410,-57.02284378502111
