minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1385,9.303576735201963,7.72974702021409,8.135822038976238,24.821305256504765
1386,9.20869542325662,9.462835661822435,10.456587923562715,32.529587511411215
1387,7.562227448816431,7.70123475880111,6.934409782290889,29.18336217229818
1388,7.994399020636516,7.7553153961984105,9.72364780537283,35.67623735742787
1389,4.882548571613869,5.035696332237954,5.791103780586745,24.148581105511354
1390,10.928126515690813,9.738783987841503,10.02890751796083,37.40820163267584
1391,8.059488667331985,10.508042372713668,9.462034296766092,33.053698390371885
1392,10.057820515677438,8.41005280200947,11.068506097979872,38.40150078965116
1393,5.990201957588524,7.504241658911648,8.417670366656598,39.9103778753709
1394,5.869394060620116,6.733984854693178,6.458325031985606,29.51632930422675
1395,9.208230668214668,8.068258343923437,8.831241402099138,30.711858246594556
1396,7.792602243255657,7.630013087762316,9.605534210581752,34.40996442919212
1397,6.7207665934233916,6.131322109070531,8.098597415685749,33.07991581067889
1398,6.450598238323008,5.856278779472168,6.138042072759348,31.025810025269777
1399,6.860102832598525,6.8326085647036825,7.707554408446883,25.99406068554895
1400,6.633868907945995,6.558642860053493,9.024396521820027,25.406652786521434
1401,6.673295712787369,7.198665331646772,8.621872387063098,30.874517426232384
1402,6.297549770828948,6.210254406074072,7.688193259537818,31.7919137941118
1403,8.47601801004159,8.214986881015806,7.880805983309966,37.29222974869103
1404,6.037435734527182,4.721579897455166,5.3984072714257945,33.23484091578665
1405,6.235239345455518,5.05275623450155,7.6682734995437745,33.90089743465425
1406,7.714551842129117,5.805025793950972,6.590406972017213,36.632403608670415
1407,5.252580805611807,6.7078204923263725,7.551786596931764,36.96191955476368
1408,6.068674893274294,6.815544140097069,8.046424555685238,41.06163790051677
1409,5.065304739401601,5.658926555724462,5.550576413273916,37.361633604943535
1410,7.654697832621408,6.49952149680123,8.371258206064583,45.99126267402033
